base_name_en,rank,condition_en,item_en,stack,percentage
Uragaan,HR,Wound Jaw,Uragaan Ruby,1,1
Uragaan,HR,Wound Back,Uragaan Scute,1,70
Uragaan,HR,Wound Back,Uragaan Marrow,1,30
Uragaan,HR,Wound Tail,Uragaan Scale+,2,70
Uragaan,HR,Wound Tail,Uragaan Scute,1,30
Uragaan,HR,Shiny Drop,Lava Nugget,1,50
Uragaan,HR,Shiny Drop,Uragaan Scale+,1,28
Uragaan,HR,Shiny Drop,Large Wyvern Tear,1,22
Uragaan,HR,Tail Carve,Uragaan Scute,1,72
Uragaan,HR,Tail Carve,Uragaan Marrow,1,25
Uragaan,HR,Tail Carve,Uragaan Ruby,1,3
Uragaan,HR,Back Mining,Lava Nugget,1,60
Uragaan,HR,Back Mining,Carbalite Ore,1,27
Uragaan,HR,Back Mining,Firecell Stone,1,13
Uragaan,HR,Palico Bonus,Lava Nugget,1,50
Uragaan,HR,Palico Bonus,Uragaan Scale+,1,28
Uragaan,HR,Palico Bonus,Large Wyvern Tear,1,22
Uragaan,HR,Plunderblade,Uragaan Scale+,1,42
Uragaan,HR,Plunderblade,Uragaan Carapace,1,34
Uragaan,HR,Plunderblade,Lava Nugget,1,23
Uragaan,HR,Plunderblade,Uragaan Ruby,1,1
Uragaan,HR,Bandit Mantle,Lustrous Scale,1,100
Uragaan,HR,Hunt (Bronze),Uragaan Carapace,1,26
Uragaan,HR,Hunt (Bronze),Uragaan Scale+,1,21
Uragaan,HR,Hunt (Bronze),Inferno Sac,1,18
Uragaan,HR,Hunt (Bronze),Uragaan Scute,1,12
Uragaan,HR,Hunt (Bronze),Monster Hardbone,1,10
Uragaan,HR,Hunt (Bronze),Uragaan Marrow,1,8
Uragaan,HR,Hunt (Bronze),Firecell Stone,1,5
Uragaan,HR,Investigation (Silver),Uragaan Scute,1,26
Uragaan,HR,Investigation (Silver),Uragaan Marrow,1,19
Uragaan,HR,Investigation (Silver),Lava Nugget,2,14
Uragaan,HR,Investigation (Silver),Firecell Stone,1,13
Uragaan,HR,Investigation (Silver),Uragaan Carapace,2,12
Uragaan,HR,Investigation (Silver),Uragaan Scale+,2,10
Uragaan,HR,Investigation (Silver),Uragaan Ruby,1,6
Uragaan,HR,Investigation (Gold),Uragaan Scute,1,24
Uragaan,HR,Investigation (Gold),Uragaan Marrow,1,21
Uragaan,HR,Investigation (Gold),Firecell Stone,1,16
Uragaan,HR,Investigation (Gold),Uragaan Ruby,1,13
Uragaan,HR,Investigation (Gold),Uragaan Carapace,3,10
Uragaan,HR,Investigation (Gold),Uragaan Scale+,3,8
Uragaan,HR,Investigation (Gold),Lava Nugget,3,8
Uragaan,HR,Investigation (Purple),Worn Feystone,1,35
Uragaan,HR,Investigation (Purple),Glowing Feystone,1,34
Uragaan,HR,Investigation (Purple),Warped Feystone,1,26
Uragaan,HR,Investigation (Purple),Sullied Streamstone,1,3
Uragaan,HR,Investigation (Purple),Shining Streamstone,1,2
Uragaan,MR,Track,Uragaan Shard,1,100
Uragaan,MR,Carve / Capture,Uragaan Shard,1,36
Uragaan,MR,Carve / Capture,Uragaan Cortex,1,24
Uragaan,MR,Carve / Capture,Uragaan Scute+,1,20
Uragaan,MR,Carve / Capture,Uragaan Marrow,1,13
Uragaan,MR,Carve / Capture,Uragaan Ruby,1,5
Uragaan,MR,Carve / Capture,Uragaan Pallium,1,2
Uragaan,MR,Wound Jaw,Uragaan Jaw+,1,72
Uragaan,MR,Wound Jaw,Uragaan Cortex,1,27
Uragaan,MR,Wound Jaw,Uragaan Pallium,1,1
Uragaan,MR,Wound Back,Uragaan Scute+,1,70
Uragaan,MR,Wound Back,Uragaan Marrow,2,30
Uragaan,MR,Wound Tail,Uragaan Shard,2,70
Uragaan,MR,Wound Tail,Uragaan Scute+,1,30
Uragaan,MR,Shiny Drop,Lava Nugget,2,50
Uragaan,MR,Shiny Drop,Uragaan Shard,1,28
Uragaan,MR,Shiny Drop,Large Wyvern Tear,1,22
Uragaan,MR,Tail Carve,Uragaan Scute+,1,60
Uragaan,MR,Tail Carve,Uragaan Cortex,1,30
Uragaan,MR,Tail Carve,Uragaan Ruby,1,7
Uragaan,MR,Tail Carve,Uragaan Pallium,1,3
Uragaan,MR,Palico Bonus,Lava Nugget,1,50
Uragaan,MR,Palico Bonus,Uragaan Shard,1,28
Uragaan,MR,Palico Bonus,Large Wyvern Tear,1,22
Uragaan,MR,Plunderblade,Uragaan Shard,1,42
Uragaan,MR,Plunderblade,Uragaan Cortex,1,34
Uragaan,MR,Plunderblade,Lava Nugget,1,23
Uragaan,MR,Plunderblade,Uragaan Pallium,1,1
Uragaan,MR,Bandit Mantle,Lustrous Scale,1,70
Uragaan,MR,Bandit Mantle,Glimmering Scale,1,30
Uragaan,MR,Hunt (Bronze),Uragaan Cortex,1,30
Uragaan,MR,Hunt (Bronze),Uragaan Shard,1,23
Uragaan,MR,Hunt (Bronze),Conflagrant Sac,1,21
Uragaan,MR,Hunt (Bronze),Uragaan Scute+,1,15
Uragaan,MR,Hunt (Bronze),Uragaan Marrow,2,8
Uragaan,MR,Hunt (Bronze),Uragaan Ruby,1,3
Uragaan,MR,Investigation (Silver),Uragaan Scute+,1,26
Uragaan,MR,Investigation (Silver),Uragaan Cortex,2,15
Uragaan,MR,Investigation (Silver),Lava Nugget,3,14
Uragaan,MR,Investigation (Silver),Conflagrant Sac,2,13
Uragaan,MR,Investigation (Silver),Uragaan Shard,2,12
Uragaan,MR,Investigation (Silver),Uragaan Pallium,1,10
Uragaan,MR,Investigation (Silver),Uragaan Ruby,1,10
Uragaan,MR,Investigation (Gold),Uragaan Scute+,1,24
Uragaan,MR,Investigation (Gold),Uragaan Pallium,1,18
Uragaan,MR,Investigation (Gold),Conflagrant Sac,3,16
Uragaan,MR,Investigation (Gold),Uragaan Cortex,3,13
Uragaan,MR,Investigation (Gold),Uragaan Shard,3,11
Uragaan,MR,Investigation (Gold),Uragaan Ruby,1,10
Uragaan,MR,Investigation (Gold),Lava Nugget,4,8
Uragaan,MR,Investigation (Purple),Carved Feystone,1,60
Uragaan,MR,Investigation (Purple),Ancient Feystone,1,30
Uragaan,MR,Investigation (Purple),Sealed Feystone,1,10
Uragaan,MR,Guiding Lands (Low),Heavy Dragonvein Bone,1,63
Uragaan,MR,Guiding Lands (Low),Metallic Scute,1,37
Uragaan,MR,Guiding Lands (Mid),Metallic Scute,1,63
Uragaan,MR,Guiding Lands (Mid),Heavy Dragonvein Bone,1,37
Uragaan,MR,Guiding Lands (High),Metallic Scute,1,100
Uragaan,MR,Guiding Lands (Tempered),Tempered Scute,1,61
Uragaan,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,30
Uragaan,MR,Guiding Lands (Tempered),Spiritvein Gem,1,9
Azure Rathalos,HR,Track,Azure Rathalos Scale+,1,100
Azure Rathalos,HR,Carve / Capture,Azure Rathalos Scale+,1,33
Azure Rathalos,HR,Carve / Capture,Azure Rathalos Carapace,1,24
Azure Rathalos,HR,Carve / Capture,Azure Rathalos Wing,1,20
Azure Rathalos,HR,Carve / Capture,Rathalos Medulla,1,14
Azure Rathalos,HR,Carve / Capture,Rathalos Plate,1,7
Azure Rathalos,HR,Carve / Capture,Rathalos Ruby,1,2
Azure Rathalos,HR,Wound Head,Azure Rathalos Scale+,1,65
Azure Rathalos,HR,Wound Head,Azure Rathalos Carapace,1,30
Azure Rathalos,HR,Wound Head,Rathalos Plate,1,4
Azure Rathalos,HR,Wound Head,Rathalos Ruby,1,1
Azure Rathalos,HR,Wound Wings,Azure Rathalos Wing,1,65
Azure Rathalos,HR,Wound Wings,Rath Wingtalon,2,35
Azure Rathalos,HR,Wound Back,Azure Rathalos Carapace,1,69
Azure Rathalos,HR,Wound Back,Rathalos Medulla,1,30
Azure Rathalos,HR,Wound Back,Rathalos Ruby,1,1
Azure Rathalos,HR,Shiny Drop,Azure Rathalos Scale+,1,50
Azure Rathalos,HR,Shiny Drop,Azure Rathalos Carapace,1,28
Azure Rathalos,HR,Shiny Drop,Large Wyvern Tear,1,22
Azure Rathalos,HR,Tail Carve,Azure Rathalos Tail,1,65
Azure Rathalos,HR,Tail Carve,Azure Rathalos Scale+,1,20
Azure Rathalos,HR,Tail Carve,Rathalos Medulla,1,7
Azure Rathalos,HR,Tail Carve,Rathalos Plate,1,5
Azure Rathalos,HR,Tail Carve,Rathalos Ruby,1,3
Azure Rathalos,HR,Palico Bonus,Azure Rathalos Scale+,1,50
Azure Rathalos,HR,Palico Bonus,Azure Rathalos Carapace,1,28
Azure Rathalos,HR,Palico Bonus,Large Wyvern Tear,1,22
Azure Rathalos,HR,Plunderblade,Azure Rathalos Carapace,1,42
Azure Rathalos,HR,Plunderblade,Azure Rathalos Scale+,1,31
Azure Rathalos,HR,Plunderblade,Azure Rathalos Wing,1,26
Azure Rathalos,HR,Plunderblade,Rathalos Ruby,1,1
Azure Rathalos,HR,Bandit Mantle,Lustrous Scale,1,100
Azure Rathalos,HR,Hunt (Bronze),Azure Rathalos Carapace,1,27
Azure Rathalos,HR,Hunt (Bronze),Azure Rathalos Scale+,1,21
Azure Rathalos,HR,Hunt (Bronze),Inferno Sac,1,18
Azure Rathalos,HR,Hunt (Bronze),Azure Rathalos Wing,1,12
Azure Rathalos,HR,Hunt (Bronze),Monster Hardbone,2,10
Azure Rathalos,HR,Hunt (Bronze),Azure Rathalos Tail,1,9
Azure Rathalos,HR,Hunt (Bronze),Rathalos Plate,1,3
Azure Rathalos,HR,Investigation (Silver),Azure Rathalos Wing,1,20
Azure Rathalos,HR,Investigation (Silver),Azure Rathalos Tail,1,20
Azure Rathalos,HR,Investigation (Silver),Azure Rathalos Carapace,2,14
Azure Rathalos,HR,Investigation (Silver),Inferno Sac,2,14
Azure Rathalos,HR,Investigation (Silver),Rathalos Medulla,1,13
Azure Rathalos,HR,Investigation (Silver),Azure Rathalos Scale+,2,12
Azure Rathalos,HR,Investigation (Silver),Rathalos Ruby,1,7
Azure Rathalos,HR,Investigation (Gold),Azure Rathalos Wing,1,20
Azure Rathalos,HR,Investigation (Gold),Azure Rathalos Tail,1,20
Azure Rathalos,HR,Investigation (Gold),Rathalos Medulla,1,14
Azure Rathalos,HR,Investigation (Gold),Rathalos Ruby,1,14
Azure Rathalos,HR,Investigation (Gold),Inferno Sac,3,12
Azure Rathalos,HR,Investigation (Gold),Azure Rathalos Carapace,3,10
Azure Rathalos,HR,Investigation (Gold),Azure Rathalos Scale+,3,10
Azure Rathalos,HR,Investigation (Purple),Worn Feystone,1,35
Azure Rathalos,HR,Investigation (Purple),Glowing Feystone,1,34
Azure Rathalos,HR,Investigation (Purple),Warped Feystone,1,26
Azure Rathalos,HR,Investigation (Purple),Sullied Streamstone,1,3
Azure Rathalos,HR,Investigation (Purple),Shining Streamstone,1,2
Azure Rathalos,MR,Track,Azure Rathalos Shard,1,100
Azure Rathalos,MR,Carve / Capture,Azure Rathalos Shard,1,33
Azure Rathalos,MR,Carve / Capture,Azure Rathalos Cortex,1,24
Azure Rathalos,MR,Carve / Capture,Azure Rathalos Fellwing,1,20
Azure Rathalos,MR,Carve / Capture,Rathalos Medulla,1,14
Azure Rathalos,MR,Carve / Capture,Rathalos Ruby,1,7
Azure Rathalos,MR,Carve / Capture,Rathalos Mantle,1,2
Azure Rathalos,MR,Wound Head,Azure Rathalos Cortex,1,65
Azure Rathalos,MR,Wound Head,Azure Rathalos Shard,1,27
Azure Rathalos,MR,Wound Head,Rathalos Ruby,1,5
Azure Rathalos,MR,Wound Head,Rathalos Mantle,1,3
Azure Rathalos,MR,Wound Wings,Azure Rathalos Fellwing,1,65
Azure Rathalos,MR,Wound Wings,Rath Wingtalon+,2,35
Azure Rathalos,MR,Wound Back,Azure Rathalos Cortex,1,68
Azure Rathalos,MR,Wound Back,Rathalos Medulla,2,30
Azure Rathalos,MR,Wound Back,Rathalos Mantle,1,2
Azure Rathalos,MR,Shiny Drop,Azure Rathalos Shard,1,50
Azure Rathalos,MR,Shiny Drop,Azure Rathalos Cortex,1,28
Azure Rathalos,MR,Shiny Drop,Large Wyvern Tear,1,22
Azure Rathalos,MR,Tail Carve,Azure Rathalos Lash,1,65
Azure Rathalos,MR,Tail Carve,Azure Rathalos Shard,1,20
Azure Rathalos,MR,Tail Carve,Rathalos Medulla,1,7
Azure Rathalos,MR,Tail Carve,Rathalos Ruby,1,5
Azure Rathalos,MR,Tail Carve,Rathalos Mantle,1,3
Azure Rathalos,MR,Palico Bonus,Azure Rathalos Shard,1,50
Azure Rathalos,MR,Palico Bonus,Azure Rathalos Cortex,1,28
Azure Rathalos,MR,Palico Bonus,Large Wyvern Tear,1,22
Azure Rathalos,MR,Plunderblade,Azure Rathalos Cortex,1,42
Azure Rathalos,MR,Plunderblade,Azure Rathalos Shard,1,31
Azure Rathalos,MR,Plunderblade,Azure Rathalos Fellwing,1,26
Azure Rathalos,MR,Plunderblade,Rathalos Mantle,1,1
Azure Rathalos,MR,Bandit Mantle,Glimmering Scale,1,70
Azure Rathalos,MR,Bandit Mantle,Giant Scale,1,30
Azure Rathalos,MR,Hunt (Bronze),Azure Rathalos Cortex,1,27
Azure Rathalos,MR,Hunt (Bronze),Azure Rathalos Shard,1,21
Azure Rathalos,MR,Hunt (Bronze),Conflagrant Sac,1,18
Azure Rathalos,MR,Hunt (Bronze),Azure Rathalos Fellwing,1,12
Azure Rathalos,MR,Hunt (Bronze),Rath Wingtalon+,2,10
Azure Rathalos,MR,Hunt (Bronze),Azure Rathalos Lash,1,9
Azure Rathalos,MR,Hunt (Bronze),Rathalos Ruby,1,3
Azure Rathalos,MR,Investigation (Silver),Azure Rathalos Cortex,2,22
Azure Rathalos,MR,Investigation (Silver),Azure Rathalos Lash,1,21
Azure Rathalos,MR,Investigation (Silver),Azure Rathalos Shard,2,20
Azure Rathalos,MR,Investigation (Silver),Azure Rathalos Fellwing,1,17
Azure Rathalos,MR,Investigation (Silver),Rathalos Ruby,1,10
Azure Rathalos,MR,Investigation (Silver),Rathalos Mantle,1,10
Azure Rathalos,MR,Investigation (Gold),Azure Rathalos Lash,1,24
Azure Rathalos,MR,Investigation (Gold),Azure Rathalos Fellwing,1,19
Azure Rathalos,MR,Investigation (Gold),Rathalos Mantle,1,18
Azure Rathalos,MR,Investigation (Gold),Azure Rathalos Cortex,3,16
Azure Rathalos,MR,Investigation (Gold),Azure Rathalos Shard,3,13
Azure Rathalos,MR,Investigation (Gold),Rathalos Ruby,1,10
Azure Rathalos,MR,Investigation (Purple),Carved Feystone,1,60
Azure Rathalos,MR,Investigation (Purple),Ancient Feystone,1,30
Azure Rathalos,MR,Investigation (Purple),Sealed Feystone,1,10
Azure Rathalos,MR,Guiding Lands (Low),Dragonvein Solidbone,1,63
Azure Rathalos,MR,Guiding Lands (Low),Azure Scale,1,37
Azure Rathalos,MR,Guiding Lands (Mid),Azure Scale,1,63
Azure Rathalos,MR,Guiding Lands (Mid),Dragonvein Solidbone,1,37
Azure Rathalos,MR,Guiding Lands (High),Azure Scale,1,100
Azure Rathalos,MR,Guiding Lands (Tempered),Tempered Azure Scale,1,59
Azure Rathalos,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,28
Azure Rathalos,MR,Guiding Lands (Tempered),Spiritvein Gem,1,13
Black Diablos,HR,Track,Black Diablos Carapace,1,100
Black Diablos,HR,Carve / Capture,Black Diablos Carapace,1,31
Black Diablos,HR,Carve / Capture,Black Diablos Ridge+,1,24
Black Diablos,HR,Carve / Capture,Blos Medulla,1,16
Black Diablos,HR,Carve / Capture,Diablos Fang,1,13
Black Diablos,HR,Carve / Capture,Diablos Tailcase,1,12
Black Diablos,HR,Carve / Capture,Wyvern Gem,1,4
Black Diablos,HR,Break Horns,Black Spiral Horn+,1,65
Black Diablos,HR,Break Horns,Twisted Horn,2,35
Black Diablos,HR,Wound Back,Black Diablos Ridge+,1,70
Black Diablos,HR,Wound Back,Blos Medulla,1,30
Black Diablos,HR,Shiny Drop,Black Diablos Carapace,1,50
Black Diablos,HR,Shiny Drop,Black Diablos Ridge+,1,28
Black Diablos,HR,Shiny Drop,Large Wyvern Tear,1,22
Black Diablos,HR,Tail Carve,Diablos Tailcase,1,40
Black Diablos,HR,Tail Carve,Black Diablos Carapace,1,34
Black Diablos,HR,Tail Carve,Blos Medulla,1,22
Black Diablos,HR,Tail Carve,Wyvern Gem,1,4
Black Diablos,HR,Palico Bonus,Black Diablos Carapace,1,50
Black Diablos,HR,Palico Bonus,Black Diablos Ridge+,1,28
Black Diablos,HR,Palico Bonus,Large Wyvern Tear,1,22
Black Diablos,HR,Plunderblade,Black Diablos Carapace,1,42
Black Diablos,HR,Plunderblade,Black Diablos Ridge+,1,31
Black Diablos,HR,Plunderblade,Diablos Fang,1,25
Black Diablos,HR,Plunderblade,Wyvern Gem,1,2
Black Diablos,HR,Bandit Mantle,Lustrous Scale,1,100
Black Diablos,HR,Hunt (Bronze),Black Diablos Ridge+,1,26
Black Diablos,HR,Hunt (Bronze),Black Diablos Carapace,1,21
Black Diablos,HR,Hunt (Bronze),Dash Extract,2,16
Black Diablos,HR,Hunt (Bronze),Diablos Fang,2,14
Black Diablos,HR,Hunt (Bronze),Monster Hardbone,1,13
Black Diablos,HR,Hunt (Bronze),Blos Medulla,1,9
Black Diablos,HR,Hunt (Bronze),Wyvern Gem,1,1
Black Diablos,HR,Investigation (Silver),Black Diablos Ridge+,2,20
Black Diablos,HR,Investigation (Silver),Blos Medulla,1,20
Black Diablos,HR,Investigation (Silver),Black Diablos Carapace,2,14
Black Diablos,HR,Investigation (Silver),Black Spiral Horn+,1,14
Black Diablos,HR,Investigation (Silver),Dash Extract,2,14
Black Diablos,HR,Investigation (Silver),Diablos Fang,2,10
Black Diablos,HR,Investigation (Silver),Wyvern Gem,1,8
Black Diablos,HR,Investigation (Gold),Blos Medulla,1,24
Black Diablos,HR,Investigation (Gold),Black Spiral Horn+,1,18
Black Diablos,HR,Investigation (Gold),Wyvern Gem,1,16
Black Diablos,HR,Investigation (Gold),Black Diablos Ridge+,3,12
Black Diablos,HR,Investigation (Gold),Dash Extract,3,12
Black Diablos,HR,Investigation (Gold),Black Diablos Carapace,3,10
Black Diablos,HR,Investigation (Gold),Diablos Fang,3,8
Black Diablos,HR,Investigation (Purple),Worn Feystone,1,35
Black Diablos,HR,Investigation (Purple),Glowing Feystone,1,34
Black Diablos,HR,Investigation (Purple),Warped Feystone,1,26
Black Diablos,HR,Investigation (Purple),Sullied Streamstone,1,3
Black Diablos,HR,Investigation (Purple),Shining Streamstone,1,2
Black Diablos,MR,Track,Black Diablos Cortex,1,100
Black Diablos,MR,Carve / Capture,Black Diablos Cortex,1,34
Black Diablos,MR,Carve / Capture,Black Diablos Chine,1,26
Black Diablos,MR,Carve / Capture,Diablos Tailcase+,1,15
Black Diablos,MR,Carve / Capture,Blos Medulla,1,12
Black Diablos,MR,Carve / Capture,Wyvern Gem,1,8
Black Diablos,MR,Carve / Capture,Large Wyvern Gem,1,5
Black Diablos,MR,Break Horns,Blackcurl Stouthorn,1,83
Black Diablos,MR,Break Horns,Diablos Hardhorn,1,17
Black Diablos,MR,Wound Back,Black Diablos Chine,1,70
Black Diablos,MR,Wound Back,Blos Medulla,2,30
Black Diablos,MR,Shiny Drop,Black Diablos Cortex,1,50
Black Diablos,MR,Shiny Drop,Black Diablos Chine,1,28
Black Diablos,MR,Shiny Drop,Large Wyvern Tear,1,22
Black Diablos,MR,Tail Carve,Diablos Tailcase+,1,60
Black Diablos,MR,Tail Carve,Black Diablos Cortex,1,35
Black Diablos,MR,Tail Carve,Large Wyvern Gem,1,5
Black Diablos,MR,Palico Bonus,Black Diablos Cortex,1,50
Black Diablos,MR,Palico Bonus,Black Diablos Chine,1,28
Black Diablos,MR,Palico Bonus,Large Wyvern Tear,1,22
Black Diablos,MR,Plunderblade,Black Diablos Cortex,1,42
Black Diablos,MR,Plunderblade,Black Diablos Chine,1,31
Black Diablos,MR,Plunderblade,Diablos Tailcase+,1,25
Black Diablos,MR,Plunderblade,Large Wyvern Gem,1,2
Black Diablos,MR,Bandit Mantle,Glimmering Scale,1,70
Black Diablos,MR,Bandit Mantle,Giant Scale,1,30
Black Diablos,MR,Hunt (Bronze),Black Diablos Chine,1,33
Black Diablos,MR,Hunt (Bronze),Black Diablos Cortex,1,25
Black Diablos,MR,Hunt (Bronze),Dash Extract,3,15
Black Diablos,MR,Hunt (Bronze),Blackcurl Stouthorn,1,13
Black Diablos,MR,Hunt (Bronze),Blos Medulla,2,9
Black Diablos,MR,Hunt (Bronze),Large Wyvern Gem,1,3
Black Diablos,MR,Hunt (Bronze),Diablos Hardhorn,1,2
Black Diablos,MR,Investigation (Silver),Black Diablos Chine,2,25
Black Diablos,MR,Investigation (Silver),Black Diablos Cortex,2,21
Black Diablos,MR,Investigation (Silver),Diablos Tailcase+,1,18
Black Diablos,MR,Investigation (Silver),Blackcurl Stouthorn,1,16
Black Diablos,MR,Investigation (Silver),Large Wyvern Gem,1,12
Black Diablos,MR,Investigation (Silver),Diablos Hardhorn,1,8
Black Diablos,MR,Investigation (Gold),Blackcurl Stouthorn,1,18
Black Diablos,MR,Investigation (Gold),Diablos Hardhorn,1,18
Black Diablos,MR,Investigation (Gold),Large Wyvern Gem,1,18
Black Diablos,MR,Investigation (Gold),Diablos Tailcase+,1,17
Black Diablos,MR,Investigation (Gold),Black Diablos Chine,3,16
Black Diablos,MR,Investigation (Gold),Black Diablos Cortex,3,13
Black Diablos,MR,Investigation (Purple),Carved Feystone,1,60
Black Diablos,MR,Investigation (Purple),Ancient Feystone,1,30
Black Diablos,MR,Investigation (Purple),Sealed Feystone,1,10
Black Diablos,MR,Guiding Lands (Low),Dragonvein Solidbone,1,63
Black Diablos,MR,Guiding Lands (Low),Blackcurl Tyranthorn,1,37
Black Diablos,MR,Guiding Lands (Mid),Blackcurl Tyranthorn,1,63
Black Diablos,MR,Guiding Lands (Mid),Dragonvein Solidbone,1,37
Black Diablos,MR,Guiding Lands (High),Blackcurl Tyranthorn,1,100
Black Diablos,MR,Guiding Lands (Tempered),Blackcurl Temperhorn,1,59
Black Diablos,MR,Guiding Lands (Tempered),Spiritvein Solidbone,1,28
Black Diablos,MR,Guiding Lands (Tempered),Spiritvein Gem,1,13
Nergigante,HR,Track,Immortal Dragonscale,1,100
Nergigante,HR,Body Carve,Immortal Dragonscale,1,32
Nergigante,HR,Body Carve,Nergigante Carapace,1,24
Nergigante,HR,Body Carve,Nergigante Talon,1,19
Nergigante,HR,Body Carve,Nergigante Regrowth Plate,1,15
Nergigante,HR,Body Carve,Nergigante Horn+,1,8
Nergigante,HR,Body Carve,Nergigante Gem,1,2
Nergigante,HR,Break Horn,Nergigante Horn+,1,66
Nergigante,HR,Break Horn,Nergigante Regrowth Plate,2,34
Nergigante,HR,Break Horns,Nergigante Horn+,1,97
Nergigante,HR,Break Horns,Nergigante Gem,1,3
Nergigante,HR,Shiny Drop,Nergigante Regrowth Plate,1,50
Nergigante,HR,Shiny Drop,Nergigante Talon,1,28
Nergigante,HR,Shiny Drop,Dragon Treasure,1,22
Nergigante,HR,Tail Carve,Nergigante Tail,1,70
Nergigante,HR,Tail Carve,Immortal Dragonscale,1,27
Nergigante,HR,Tail Carve,Nergigante Gem,1,3
Nergigante,HR,Palico Bonus,Nergigante Regrowth Plate,1,50
Nergigante,HR,Palico Bonus,Immortal Dragonscale,1,28
Nergigante,HR,Palico Bonus,Dragon Treasure,1,22
Nergigante,HR,Plunderblade,Immortal Dragonscale,1,41
Nergigante,HR,Plunderblade,Nergigante Carapace,1,33
Nergigante,HR,Plunderblade,Nergigante Regrowth Plate,1,25
Nergigante,HR,Plunderblade,Nergigante Gem,1,1
Nergigante,HR,Bandit Mantle,Lustrous Scale,1,70
Nergigante,HR,Bandit Mantle,Glimmering Scale,1,30
Nergigante,HR,Hunt (Bronze),Nergigante Carapace,1,27
Nergigante,HR,Hunt (Bronze),Immortal Dragonscale,1,22
Nergigante,HR,Hunt (Bronze),Nergigante Regrowth Plate,1,18
Nergigante,HR,Hunt (Bronze),Nergigante Talon,1,13
Nergigante,HR,Hunt (Bronze),Elder Dragon Bone,1,12
Nergigante,HR,Hunt (Bronze),Elder Dragon Blood,1,8
Nergigante,HR,Investigation (Silver),Nergigante Talon,1,20
Nergigante,HR,Investigation (Silver),Nergigante Tail,1,18
Nergigante,HR,Investigation (Silver),Nergigante Horn+,1,18
Nergigante,HR,Investigation (Silver),Nergigante Regrowth Plate,1,16
Nergigante,HR,Investigation (Silver),Nergigante Carapace,2,12
Nergigante,HR,Investigation (Silver),Immortal Dragonscale,2,10
Nergigante,HR,Investigation (Silver),Nergigante Gem,1,6
Nergigante,HR,Investigation (Gold),Nergigante Talon,1,20
Nergigante,HR,Investigation (Gold),Nergigante Horn+,1,17
Nergigante,HR,Investigation (Gold),Nergigante Regrowth Plate,1,16
Nergigante,HR,Investigation (Gold),Nergigante Tail,1,16
Nergigante,HR,Investigation (Gold),Nergigante Gem,1,13
Nergigante,HR,Investigation (Gold),Nergigante Carapace,3,10
Nergigante,HR,Investigation (Gold),Immortal Dragonscale,3,8
Nergigante,HR,Investigation (Purple),Worn Feystone,1,70
Nergigante,HR,Investigation (Purple),Warped Feystone,1,13
Nergigante,HR,Investigation (Purple),Sullied Streamstone,1,12
Nergigante,HR,Investigation (Purple),Shining Streamstone,1,5
Teostra,HR,Track,Fire Dragon Scale+,1,100
Teostra,HR,Body Carve,Fire Dragon Scale+,1,32
Teostra,HR,Body Carve,Teostra Carapace,1,24
Teostra,HR,Body Carve,Teostra Claw+,1,19
Teostra,HR,Body Carve,Teostra Mane,1,15
Teostra,HR,Body Carve,Teostra Horn+,1,8
Teostra,HR,Body Carve,Teostra Gem,1,2
Teostra,HR,Wound Head,Teostra Horn+,1,66
Teostra,HR,Wound Head,Teostra Mane,1,32
Teostra,HR,Wound Head,Teostra Gem,1,2
Teostra,HR,Wound Wings,Teostra Webbing,1,70
Teostra,HR,Wound Wings,Teostra Claw+,2,30
Teostra,HR,Wound Forelegs,Teostra Claw+,1,80
Teostra,HR,Wound Forelegs,Fire Dragon Scale+,2,20
Teostra,HR,Shiny Drop,Teostra Powder,1,50
Teostra,HR,Shiny Drop,Teostra Claw+,1,28
Teostra,HR,Shiny Drop,Dragon Treasure,1,22
Teostra,HR,Tail Carve,Teostra Tail,1,75
Teostra,HR,Tail Carve,Fire Dragon Scale+,1,22
Teostra,HR,Tail Carve,Teostra Gem,1,3
Teostra,HR,Palico Bonus,Teostra Powder,1,50
Teostra,HR,Palico Bonus,Fire Dragon Scale+,1,28
Teostra,HR,Palico Bonus,Dragon Treasure,1,22
Teostra,HR,Plunderblade,Fire Dragon Scale+,1,45
Teostra,HR,Plunderblade,Teostra Carapace,1,30
Teostra,HR,Plunderblade,Teostra Mane,1,24
Teostra,HR,Plunderblade,Teostra Gem,1,1
Teostra,HR,Bandit Mantle,Lustrous Scale,1,70
Teostra,HR,Bandit Mantle,Glimmering Scale,1,30
Teostra,HR,Hunt (Bronze),Teostra Carapace,1,24
Teostra,HR,Hunt (Bronze),Fire Dragon Scale+,1,20
Teostra,HR,Hunt (Bronze),Teostra Claw+,1,18
Teostra,HR,Hunt (Bronze),Teostra Mane,1,14
Teostra,HR,Hunt (Bronze),Teostra Powder,2,10
Teostra,HR,Hunt (Bronze),Elder Dragon Bone,2,7
Teostra,HR,Hunt (Bronze),Elder Dragon Blood,2,7
Teostra,HR,Investigation (Silver),Teostra Carapace,2,12
Teostra,HR,Investigation (Silver),Teostra Mane,1,12
Teostra,HR,Investigation (Silver),Teostra Tail,1,12
Teostra,HR,Investigation (Silver),Teostra Horn+,1,12
Teostra,HR,Investigation (Silver),Teostra Claw+,1,12
