base_name_en,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Improved Steel Axe I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Improved Steel Axe II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Improved Steel Axe III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Perfected Alloy Axe I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Perfected Alloy Axe II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Gash,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Dying Light,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Glacial Axe I,Upgrade,Frost Sac,2,Legiana Claw,3,Legiana Scale,4,,
Glacial Axe II,Upgrade,Legiana Claw,4,Legiana Plate,1,Legiana Tail Webbing,3,Paolumu Wing,4
Frostreaver,Upgrade,Freezer Sac,2,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3
Legia Frostreaver,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Gem,1,Legiana Hide+,3
Thunder Axe I,Upgrade,Dragonite Ore,5,Electro Sac,1,Tobi-Kadachi Claw,2,Tobi-Kadachi Electrode,1
Thunder Axe II,Upgrade,Coral Crystal,3,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2
Lightning Chopper I,Create,Carbalite Ore,7,Lightcrystal,1,Thunder Sac,4,Tobi-Kadachi Scale+,3
Lightning Chopper I,Upgrade,Carbalite Ore,5,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4,Vespoid Innerwing,3
Lightning Chopper II,Upgrade,Fucium Ore,5,Thunder Sac,3,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4
Lightning Chopper III,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Motor Chopper I,Upgrade,Uragaan Carapace,4,Uragaan Jaw,1,Uragaan Marrow,1,Uragaan Scale+,6
Motor Chopper II,Upgrade,Teostra Carapace,4,Uragaan Jaw,2,Uragaan Ruby,1,Uragaan Scute,4
Jagras Axe I,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Axe II,Upgrade,Coral Bone,2,Great Jagras Claw,2,Great Jagras Mane,2,Tzitzi-Ya-Ku Claw,3
Jagras Axe III,Upgrade,Great Jagras Claw,3,Great Jagras Mane,3,Great Jagras Scale,5,Monster Bone+,3
Jagras Raider I,Upgrade,Great Jagras Claw+,4,Great Jagras Mane,6,Great Jagras Scale+,6,Piercing Claw,5
Jagras Raider II,Upgrade,Great Jagras Claw+,6,Jagras Hide+,6,Monster Hardbone,4,Tzitzi-Ya-Ku Claw+,5
Jagras Raider III,Upgrade,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1,Vaal Hazak Talon,2
Bazel Raider I,Upgrade,Bazelgeuse Fuse,4,Bazelgeuse Scale+,5,Bazelgeuse Talon,3,Firecell Stone,1
Bazel Raider II,Upgrade,Bazelgeuse Gem,1,Bazelgeuse Talon,4,Bazelgeuse Wing,4,Xeno'jiiva Wing,3
Rathalos Axe I,Upgrade,Flame Sac,2,Rathalos Marrow,1,Rathalos Scale,1,Rathalos Webbing,2
Rathalos Axe II,Upgrade,Inferno Sac,3,Rathalos Plate,1,Rathalos Scale,6,Rathalos Tail,2
Rathbringer Axe I,Upgrade,Rathalos Carapace,4,Rathalos Medulla,1,Rathalos Scale+,6,Rathalos Wing,2
Rathbringer Axe II,Upgrade,Azure Rathalos Carapace,4,Azure Rathalos Scale+,6,Azure Rathalos Wing,3,Rathalos Ruby,1
Bone Axe I,Create,Monster Bone S,1,,,,,,
Bone Axe II,Upgrade,Monster Bone S,2,,,,,,
Bone Axe III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Bone Smasher I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Bone Smasher II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Bone Smasher III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Power Smasher I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Power Smasher II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Hazak Demios I,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Hazak Demios II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Madness Axe I,Upgrade,Aqua Sac,1,Jyuratodus Fin,1,Jyuratodus Scale,3,Jyuratodus Shell,1
Madness Axe II,Upgrade,Gajau Skin,3,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3
Madness Axe III,Upgrade,Gajau Whisker,3,Jyuratodus Fang,4,Jyuratodus Shell,3,Monster Bone+,2
Jyura Drought I,Create,Carbalite Ore,5,Jyuratodus Carapace,4,Jyuratodus Fin+,3,Jyuratodus Scale+,5
Jyura Drought I,Upgrade,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Fin+,2,Jyuratodus Scale+,3
Jyura Drought II,Upgrade,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Monster Hardbone,3,Torrent Sac,3
Jyura Drought III,Upgrade,Elder Dragon Bone,2,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Lumu Axe I,Upgrade,Paolumu Pelt,2,Paolumu Scale,3,Paolumu Shell,1,,
Lumu Axe II,Upgrade,Diablos Shell,3,Paolumu Shell,3,Paolumu Webbing,2,Shamos Scale,5
Lumu Smasher I,Upgrade,Paolumu Carapace+,3,Paolumu Pelt+,4,Paolumu Scale+,5,Shamos Scale+,5
Lumu Smasher II,Upgrade,Blos Medulla,2,Novacrystal,1,Paolumu Carapace+,4,Paolumu Wing,3
Lumu Smasher III,Upgrade,Elder Dragon Bone,3,Paolumu Carapace+,5,Paolumu Scale+,7,Wyvern Gem,1
Carapace Axe I,Upgrade,Barroth Claw,1,Barroth Ridge,2,Barroth Shell,3,,
Carapace Axe II,Upgrade,Barroth Claw,2,Barroth Tail,1,Dragonite Ore,3,Kestodon Shell,3
Carapace Axe III,Upgrade,Barroth Claw,4,Barroth Scalp,2,Diablos Shell,3,Monster Bone+,3
Barroth Grinder I,Upgrade,Barroth Carapace,3,Barroth Claw+,2,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Grinder II,Upgrade,Barroth Carapace,3,Barroth Claw+,4,Diablos Carapace,3,Gastodon Carapace,5
Barroth Grinder III,Upgrade,Barroth Claw+,5,Barroth Ridge+,5,Nergigante Horn+,1,Wyvern Gem,1
Diablos Axe I,Upgrade,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3,Twisted Horn,1
Diablos Axe II,Upgrade,Diablos Marrow,1,Diablos Ridge,4,Diablos Tailcase,2,Monster Keenbone,4
Axe Semper Tyrannis,Upgrade,Blos Medulla,1,Diablos Carapace,6,Diablos Ridge+,5,Majestic Horn,3
Axe of Thanatos,Upgrade,Black Diablos Carapace,4,Black Diablos Ridge+,2,Black Spiral Horn+,1,Wyvern Gem,1
Axe of Demons,Upgrade,Black Diablos Carapace,6,Black Spiral Horn+,3,Dragonbone Relic,2,Xeno'jiiva Tail,2
Flammenbeil,Upgrade,Anjanath Fang,3,Anjanath Pelt,2,Anjanath Scale,3,Flame Sac,2
Flammenbeil+,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Gnashing Flammenbeil,Upgrade,Anjanath Gem,1,Anjanath Nosebone+,2,Anjanath Pelt+,4,Vaal Hazak Fang+,5
Dragonbone Slicer I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Slicer II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Slicer III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Peal,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
Peal+,Upgrade,Dragonvein Crystal,5,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4
Kirin Thunderpeal,Upgrade,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2,Xeno'jiiva Shell,4
Blacksteel Switch Axe I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Switch Axe II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Teostra's Arx,Upgrade,Teostra Carapace,5,Teostra Claw+,2,Teostra Mane,2,Teostra Powder,4
Teostra's Castle,Upgrade,Teostra Claw+,2,Teostra Gem,1,Teostra Horn+,5,Xeno'jiiva Soulscale,5
Xeno Martshu,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Proto Commission Axe I,Create,Iron Ore,1,,,,,,
Proto Commission Axe II,Upgrade,Iron Ore,2,,,,,,
Proto Commission Axe III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Elite Commission Axe I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Elite Commission Axe II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Elite Commission Axe III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Guardian I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Chrome Guardian II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Lacerator,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Devastation's Thorns,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Rathsblade I,Upgrade,Flame Sac,2,Rathalos Marrow,1,Rathalos Scale,1,Rathalos Webbing,2
Rathsblade II,Upgrade,Inferno Sac,3,Rathalos Plate,1,Rathalos Scale,6,Rathalos Tail,2
Axelion Blade,Upgrade,Rathalos Carapace,4,Rathalos Medulla,1,Rathalos Scale+,6,Rathalos Wing,2
Halberion Blade,Upgrade,Azure Rathalos Carapace,4,Azure Rathalos Scale+,6,Azure Rathalos Wing,3,Rathalos Ruby,1
Mudslide Blade I,Upgrade,Aqua Sac,1,Jyuratodus Fin,1,Jyuratodus Scale,3,Jyuratodus Shell,1
Mudslide Blade II,Upgrade,Gajau Skin,3,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3
Mudslide Blade III,Upgrade,Gajau Whisker,3,Jyuratodus Fang,4,Jyuratodus Shell,3,Monster Bone+,2
Jyura Depth I,Upgrade,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Fin+,2,Jyuratodus Scale+,3
Jyura Depth II,Upgrade,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Monster Hardbone,3,Torrent Sac,3
Jyura Depth III,Upgrade,Elder Dragon Bone,2,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Everfrost Blade I,Upgrade,Coral Crystal,3,Frost Sac,2,Legiana Claw,3,Legiana Scale,4
Everfrost Blade II,Upgrade,Carbalite Ore,5,Legiana Tail Webbing,2,Legiana Webbing,3,Shamos Scale,5
Gigafrost I,Upgrade,Freezer Sac,3,Fucium Ore,5,Legiana Scale+,5,Legiana Wing,3
Gigafrost II,Upgrade,Elder Dragon Blood,3,Legiana Claw+,5,Legiana Hide+,3,Wyvern Gem,1
Dear Lutemis,Create,Machalite Ore,10,Poison Sac,3,Rathian Plate,1,Rathian Shell,5
Dear Lutemis,Upgrade,Rathian Scale,5,Rathian Shell,4,Rathian Spike,3,,
Dear Lutemia,Upgrade,Rathian Carapace,4,Rathian Plate,1,Rathian Scale+,5,Rathian Spike+,3
Dear Hecatel,Upgrade,Pink Rathian Carapace,4,Pink Rathian Scale+,5,Rathian Spike+,4,Wyvern Gem,1
Dear Hecatelia,Upgrade,Elder Dragon Blood,3,Pink Rathian Scale+,6,Rathian Ruby,1,Rathian Spike+,5
Bone Strongarm I,Create,Monster Bone S,1,,,,,,
Bone Strongarm II,Upgrade,Monster Bone S,2,,,,,,
Bone Strongarm III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Hard Bone Strongarm I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Hard Bone Strongarm II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Hard Bone Strongarm III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Mighty Strongarm I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Mighty Strongarm II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Diablos Wall I,Upgrade,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3,Twisted Horn,1
Diablos Wall II,Upgrade,Diablos Marrow,1,Diablos Ridge,4,Diablos Tailcase,2,Monster Keenbone,4
Diablos Tyrannis I,Upgrade,Blos Medulla,1,Diablos Carapace,6,Diablos Ridge+,5,Majestic Horn,3
Diablos Tyrannis II,Upgrade,Black Diablos Carapace,4,Black Spiral Horn+,3,Nergigante Horn+,2,Wyvern Gem,1
Jagras Strongarm I,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Strongarm II,Upgrade,Coral Bone,2,Great Jagras Claw,2,Great Jagras Mane,2,Tzitzi-Ya-Ku Claw,3
Jagras Strongarm III,Upgrade,Great Jagras Claw,3,Great Jagras Mane,3,Great Jagras Scale,5,Monster Bone+,3
Jagras Escudo I,Upgrade,Great Jagras Claw+,4,Great Jagras Mane,6,Great Jagras Scale+,6,Piercing Claw,5
Jagras Escudo II,Upgrade,Great Jagras Claw+,6,Jagras Hide+,6,Monster Hardbone,4,Tzitzi-Ya-Ku Claw+,5
Jagras Escudo III,Upgrade,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1,Vaal Hazak Talon,2
Gama Silt I,Upgrade,Dodogama Hide+,4,Dodogama Scale+,6,Dodogama Talon,4,,
Gama Silt II,Upgrade,Dodogama Jaw,4,Dodogama Tail,3,Fire Dragon Scale+,4,Wyvern Gem,1
Girros Strongarm I,Upgrade,Girros Fang,3,Great Girros Fang,1,Great Girros Scale,3,,
Girros Strongarm II,Upgrade,Diablos Fang,2,Great Girros Fang,3,Great Girros Hood,2,Paralysis Sac,2
Girros Nadja I,Create,Great Girros Fang+,5,Great Girros Hood+,3,Omniplegia Sac,6,Quality Bone,5
Girros Nadja I,Upgrade,Girros Scale+,6,Great Girros Fang+,3,Great Girros Scale+,5,Great Girros Tail,2
Girros Nadja II,Upgrade,Blos Medulla,1,Great Girros Fang+,4,Great Girros Hood+,2,Omniplegia Sac,4
Girros Nadja III,Upgrade,Bird Wyvern Gem,1,Great Girros Fang+,5,Great Girros Hood+,3,Vaal Hazak Fang+,2
Hazak Aspida I,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Hazak Aspida II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Pulsar Strongarm I,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Pelt,2,Tobi-Kadachi Scale,3,,
Pulsar Strongarm II,Upgrade,Coral Crystal,3,Electro Sac,2,Tobi-Kadachi Claw,3,Tobi-Kadachi Electrode,2
Pulsar Strongarm III,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Kadachi Kaina I,Upgrade,Dragonvein Crystal,3,Tobi-Kadachi Claw+,3,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4
Kadachi Kaina II,Upgrade,Majestic Horn,2,Thunder Sac,3,Tobi-Kadachi Claw+,4,Tobi-Kadachi Electrode+,2
Kadachi Kaina III,Upgrade,Nergigante Talon,2,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Garon Strongarm I,Upgrade,Odogaron Claw,2,Odogaron Fang,2,Odogaron Scale,4,,
Garon Strongarm II,Upgrade,Odogaron Claw,2,Odogaron Plate,1,Odogaron Tail,2,Quality Bone,5
Hate's Undying Flame,Upgrade,Dragonbone Relic,1,Odogaron Claw+,4,Odogaron Fang+,3,Odogaron Scale+,8
Odium,Upgrade,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1,Teostra Claw+,2
Dragonbone Cutter I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Cutter II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Cutter III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Magda Manus,Upgrade,Zorah Magdaros Carapace,8,Zorah Magdaros Gem,1,Zorah Magdaros Heat Scale,4,Zorah Magdaros Magma,4
Avenging Magda Manus,Upgrade,Firecell Stone,3,Xeno'jiiva Shell,4,Zorah Magdaros Pleura,2,Zorah Magdaros Ridge,2
Blacksteel Charger I,Create,Coral Crystal,10,Dragonvein Crystal,10,Earth Crystal,10,Lightcrystal,1
Blacksteel Charger II,Upgrade,Carbalite Ore,10,Firecell Stone,1,Fucium Ore,5,Wyvern Gem,1
Daora's Casca,Upgrade,Daora Claw+,3,Daora Tail,2,Daora Webbing,4,Nergigante Carapace,5
Daora's Thwartoise,Upgrade,Daora Claw+,4,Daora Gem,1,Daora Horn+,5,Xeno'jiiva Wing,2
Xeno Ra'atz,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Gem,1,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2
Iron Blade I,Create,Iron Ore,1,,,,,,
Iron Blade II,Upgrade,Iron Ore,2,,,,,,
Iron Blade III,Upgrade,Earth Crystal,2,Iron Ore,5,Machalite Ore,2,,
Steel Blade I,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Blade II,Upgrade,Coral Crystal,2,Dragonite Ore,5,Machalite Ore,10,Monster Bone+,2
Steel Blade III,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Blade I,Upgrade,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3,Fucium Ore,8
Chrome Blade II,Upgrade,Carbalite Ore,20,Elder Dragon Blood,2,Firecell Stone,1,Fucium Ore,13
Nergal Reaper,Upgrade,Nergigante Carapace,2,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Talon,3
Catastrophe's Light,Upgrade,Nergigante Gem,1,Nergigante Horn+,5,Nergigante Talon,5,Xeno'jiiva Horn,2
Flame Glaive I,Upgrade,Flame Sac,2,Rathalos Marrow,1,Rathalos Scale,1,Rathalos Webbing,2
Flame Glaive II,Upgrade,Inferno Sac,3,Rathalos Plate,1,Rathalos Scale,6,Rathalos Tail,2
Rathmaul,Upgrade,Rathalos Carapace,4,Rathalos Medulla,1,Rathalos Scale+,6,Rathalos Wing,2
Firedance Rathmaul,Upgrade,Azure Rathalos Carapace,4,Azure Rathalos Scale+,6,Azure Rathalos Wing,3,Rathalos Ruby,1
Kulu Blade I,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Kulu Blade II,Upgrade,Boulder Bone,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Radobaan Scale,3
Kulu Blade III,Upgrade,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Odogaron Claw,2,Warped Bone,3
Ya-Ku Wrath I,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Ya-Ku Wrath II,Upgrade,Brutal Bone,3,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Odogaron Claw+,2
Ya-Ku Wrath III,Upgrade,Bird Wyvern Gem,1,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Nergigante Talon,2
Luminous Blade I,Upgrade,Tzitzi-Ya-Ku Claw,2,Tzitzi-Ya-Ku Photophore,1,Tzitzi-Ya-Ku Scale,3,,
Luminous Blade II,Upgrade,Legiana Tail Webbing,2,Sharp Claw,3,Tzitzi-Ya-Ku Claw,3,Tzitzi-Ya-Ku Photophore,2
Destroyer Bo I,Upgrade,Lightcrystal,1,Tzitzi-Ya-Ku Claw+,3,Tzitzi-Ya-Ku Photophore+,1,Tzitzi-Ya-Ku Scale+,5
Destroyer Bo II,Upgrade,Legiana Wing,2,Piercing Claw,5,Tzitzi-Ya-Ku Claw+,4,Tzitzi-Ya-Ku Photophore+,2
Destroyer Bo III,Upgrade,Bird Wyvern Gem,1,Daora Webbing,2,Tzitzi-Ya-Ku Claw+,5,Tzitzi-Ya-Ku Photophore+,3
Frost Blade I,Upgrade,Coral Crystal,3,Frost Sac,2,Legiana Claw,3,Legiana Scale,4
Frost Blade II,Upgrade,Carbalite Ore,5,Legiana Tail Webbing,2,Legiana Webbing,3,Shamos Scale,5
Freeze Gale I,Upgrade,Freezer Sac,3,Fucium Ore,5,Legiana Scale+,5,Legiana Wing,3
Freeze Gale II,Upgrade,Elder Dragon Blood,3,Legiana Claw+,5,Legiana Hide+,3,Wyvern Gem,1
Blooming Glaive I,Upgrade,Poison Sac,1,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,,
Blooming Glaive II,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Glaive III,Upgrade,Monster Bone+,2,Poison Sac,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2
Datura Blade I,Create,Carbalite Ore,8,Pukei-Pukei Sac+,3,Pukei-Pukei Wing,4,Toxin Sac,2
Datura Blade I,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Quality Bone,3,Toxin Sac,2
Datura Blade II,Upgrade,Monster Hardbone,3,Pukei-Pukei Carapace,5,Pukei-Pukei Wing,3,Toxin Sac,2
Datura Blade III,Upgrade,Bird Wyvern Gem,1,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Vaal Hazak Wing,2
Gama Cane I,Upgrade,Dodogama Hide+,4,Dodogama Scale+,6,Dodogama Talon,4,,
Gama Cane II,Upgrade,Dodogama Jaw,4,Dodogama Tail,3,Fire Dragon Scale+,4,Wyvern Gem,1
Bone Rod I,Create,Monster Bone S,1,,,,,,
Bone Rod II,Upgrade,Monster Bone S,2,,,,,,
Bone Rod III,Upgrade,Ancient Bone,1,Monster Bone M,2,,,,
Hard Bone Rod I,Upgrade,Boulder Bone,2,Monster Bone L,1,Monster Bone M,5,,
Hard Bone Rod II,Upgrade,Monster Bone L,1,Monster Bone+,2,Sturdy Bone,4,,
Hard Bone Rod III,Upgrade,Monster Bone+,2,Monster Keenbone,2,Quality Bone,2,,
Aerial Rod I,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Aerial Rod II,Upgrade,Dragonbone Relic,1,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20
Hazak Entoma I,Upgrade,Deceased Scale,6,Vaal Hazak Fang+,5,Vaal Hazak Membrane,4,Vaal Hazak Talon,4
Hazak Entoma II,Upgrade,Vaal Hazak Gem,1,Vaal Hazak Tail,2,Vaal Hazak Talon,6,Xeno'jiiva Veil,3
Flammenkaefer,Create,Anjanath Fang,5,Anjanath Pelt,4,Anjanath Plate,1,Anjanath Tail,2
Flammenkaefer,Upgrade,Anjanath Fang,3,Anjanath Pelt,2,Anjanath Scale,3,Flame Sac,2
Flammenkaefer+,Upgrade,Anjanath Fang+,4,Anjanath Plate,1,Anjanath Scale+,5,Inferno Sac,3
Gnashing Flammenkaefer,Upgrade,Anjanath Gem,1,Anjanath Nosebone+,2,Anjanath Pelt+,4,Vaal Hazak Fang+,5
Aqua Rod I,Upgrade,Aqua Sac,1,Boulder Bone,2,Jyuratodus Scale,3,Jyuratodus Shell,1
Aqua Rod II,Upgrade,Gajau Skin,3,Jyuratodus Fang,2,Jyuratodus Fin,3,Sturdy Bone,5
Aqua Rod III,Upgrade,Coral Bone,2,Gajau Whisker,3,Jyuratodus Fang,4,Monster Bone+,2
Water Glaive I,Upgrade,Gajau Scale,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Quality Bone,5
Water Glaive II,Upgrade,Grand Gajau Whisker,3,Jyuratodus Fin+,4,Monster Hardbone,3,Torrent Sac,3
Water Glaive III,Upgrade,Elder Dragon Bone,4,Jyuratodus Fang+,5,Jyuratodus Fin+,6,Wyvern Gem,1
Diablos Rod I,Upgrade,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3,Twisted Horn,1
Diablos Rod II,Upgrade,Diablos Marrow,1,Diablos Ridge,4,Diablos Tailcase,2,Monster Keenbone,4
Tyrannis Glaive I,Upgrade,Blos Medulla,1,Diablos Carapace,6,Diablos Ridge+,5,Majestic Horn,3
Tyrannis Glaive II,Upgrade,Black Diablos Carapace,4,Black Spiral Horn+,3,Nergigante Horn+,2,Wyvern Gem,1
Pulsar Rod I,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Pelt,2,Tobi-Kadachi Scale,3,,
Pulsar Rod II,Upgrade,Coral Crystal,3,Electro Sac,2,Tobi-Kadachi Claw,3,Tobi-Kadachi Electrode,2
Pulsar Rod III,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
Kadachi Pillar I,Upgrade,Dragonvein Crystal,3,Tobi-Kadachi Claw+,3,Tobi-Kadachi Pelt+,3,Tobi-Kadachi Scale+,4
Kadachi Pillar II,Upgrade,Majestic Horn,2,Thunder Sac,3,Tobi-Kadachi Claw+,4,Tobi-Kadachi Electrode+,2
Kadachi Pillar III,Upgrade,Nergigante Talon,2,Tobi-Kadachi Claw+,6,Tobi-Kadachi Electrode+,4,Wyvern Gem,1
Garon Rod I,Upgrade,Odogaron Claw,2,Odogaron Fang,2,Odogaron Scale,4,,
Garon Rod II,Upgrade,Odogaron Claw,2,Odogaron Plate,1,Odogaron Tail,2,Quality Bone,5
Temptation's Trident,Upgrade,Dragonbone Relic,1,Odogaron Claw+,4,Odogaron Fang+,3,Odogaron Scale+,8
Vice,Upgrade,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1,Teostra Claw+,2
Dragonbone Glaive I,Create,Ancient Bone,5,Boulder Bone,5,Coral Bone,5,Warped Bone,5
Dragonbone Glaive II,Upgrade,Monster Bone L,8,Monster Bone+,6,Sturdy Bone,8,,
Dragonbone Glaive III,Upgrade,Brutal Bone,4,Dragonbone Relic,2,Elder Dragon Bone,10,Wyvern Gem,1
Indigo Flash,Upgrade,Kirin Hide,3,Kirin Tail,1,Kirin Thunderhorn,3,Lightcrystal,1
