base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Cataclysm's Trigger,light-bowgun,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
Ruinous Cataclysm,light-bowgun,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
Lumu Blitz I,light-bowgun,Upgrade,Paolumu Shell,1,Paolumu Scale,3,Paolumu Pelt,2,,
Lumu Blitz II,light-bowgun,Upgrade,Diablos Shell,3,Paolumu Shell,3,Paolumu Webbing,2,Shamos Scale,5
Lumu Typhon I,light-bowgun,Create,Paolumu Pelt+,6,Paolumu Webbing,5,Paolumu Carapace+,4,Wyvern Gem,1
Lumu Typhon I,light-bowgun,Upgrade,Paolumu Carapace+,3,Paolumu Scale+,5,Paolumu Pelt+,4,Shamos Scale+,5
Lumu Typhon II,light-bowgun,Upgrade,Blos Medulla,2,Paolumu Carapace+,4,Paolumu Wing,3,Novacrystal,1
Lumu Typhon III,light-bowgun,Upgrade,Elder Dragon Bone,3,Paolumu Carapace+,5,Paolumu Scale+,7,Wyvern Gem,1
Lumu Typhon IV,light-bowgun,Upgrade,Paolumu Fellwing,1,Paolumu Cortex,1,Paolumu Thickfur,3,Shamos Shard,2
Nightmare's Seed I,light-bowgun,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2,Nightshade Paolumu Fellwing,2,Torpor Sac,1
Nightmare's Seed II,light-bowgun,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5,Nightshade Paolumu Fellwing,3,Large Wyvern Gem,1
Glavenus Blitz,light-bowgun,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
Acid Blitz I,light-bowgun,Upgrade,Acidic Glavenus Hardfang,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Honed Acidcryst,4
Acid Blitz II,light-bowgun,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
Bazel Typhoon I,light-bowgun,Upgrade,Bazelgeuse Talon,3,Bazelgeuse Scale+,5,Bazelgeuse Fuse,4,Firecell Stone,1
Bazel Typhoon II,light-bowgun,Upgrade,Teostra Powder,3,Bazelgeuse Wing,4,Bazelgeuse Talon,4,Bazelgeuse Gem,1
Bazelcore,light-bowgun,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4,Distilled Blast Fluid,3,Meldspar Ore,5
Jagras Blitz I,light-bowgun,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
Jagras Blitz II,light-bowgun,Upgrade,Great Jagras Claw,2,Great Jagras Mane,2,Coral Bone,2,Tzitzi-Ya-Ku Claw,3
Jagras Blitz III,light-bowgun,Upgrade,Monster Bone+,3,Great Jagras Scale,5,Great Jagras Claw,3,Great Jagras Mane,3
Jagras Fire I,light-bowgun,Upgrade,Great Jagras Scale+,6,Great Jagras Claw+,4,Great Jagras Mane,6,Piercing Claw,5
Jagras Fire II,light-bowgun,Upgrade,Monster Hardbone,4,Great Jagras Claw+,6,Jagras Hide+,6,Tzitzi-Ya-Ku Claw+,5
Jagras Fire III,light-bowgun,Upgrade,Vaal Hazak Talon,2,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1
Saber's Howl I,light-bowgun,Create,Great Jagras Shard,4,Great Jagras Hardclaw,2,Great Jagras Mane+,3,Fey Wyvern Gem,1
Saber's Howl I,light-bowgun,Upgrade,Great Jagras Shard,2,Great Jagras Hardclaw,1,Great Jagras Mane+,2,Jagras Shard,2
Saber's Howl II,light-bowgun,Upgrade,Monster Slogbone,3,Great Jagras Hardclaw,3,Great Jagras Thickhide,3,Tough Claw,3
Rex Fusillade I,light-bowgun,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
Rex Fusillade II,light-bowgun,Upgrade,Blackcurl Stouthorn,2,Tigrex Hardfang,4,Tigrex Lash,1,Tigrex Mantle,1
Accursed Fire,light-bowgun,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
Flame Blitz I,light-bowgun,Upgrade,Rathalos Scale,1,Rathalos Webbing,2,Flame Sac,2,Rathalos Marrow,1
Flame Blitz II,light-bowgun,Upgrade,Rathalos Scale,6,Rathalos Tail,2,Rathalos Plate,1,Inferno Sac,3
Rathbuster I,light-bowgun,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4,Rathalos Wing,2,Rathalos Medulla,1
Rathbuster II,light-bowgun,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Rathalos Ruby,1
Rathbuster III,light-bowgun,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
Azure Soulscorcher,light-bowgun,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
Argent Ray,light-bowgun,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,6,Silver Rathalos Lash,1,Rath Gleam,2
Thunder Blitz I,light-bowgun,Upgrade,Dragonite Ore,5,Tobi-Kadachi Electrode,1,Tobi-Kadachi Claw,2,Electro Sac,1
Thunder Blitz II,light-bowgun,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Coral Crystal,3
Lightning Blitz I,light-bowgun,Upgrade,Carbalite Ore,5,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Vespoid Innerwing,3
Lightning Blitz II,light-bowgun,Upgrade,Fucium Ore,5,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4,Thunder Sac,3
Lightning Blitz III,light-bowgun,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
Lightning Blitz IV,light-bowgun,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
Usurper's Crime,light-bowgun,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
Usurper's Crime+,light-bowgun,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
Despot's Wildfire,light-bowgun,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
Snow Blitz I,light-bowgun,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,Coral Crystal,3
Snow Blitz II,light-bowgun,Upgrade,Carbalite Ore,5,Legiana Tail Webbing,2,Legiana Webbing,3,Shamos Scale+,5
Frost Blitz I,light-bowgun,Upgrade,Fucium Ore,5,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,3
Frost Blitz II,light-bowgun,Upgrade,Elder Dragon Blood,3,Legiana Claw+,5,Legiana Hide+,3,Wyvern Gem,1
Frost Blitz III,light-bowgun,Create,Beotodus Grandfin,2,Beotodus Hardhorn,2,Beotodus Shard,6,Large Wyvern Gem,1
Frost Blitz III,light-bowgun,Upgrade,Gracium,2,Eltalite Ore,4,Cryo Sac,1,Wulg Thickfur,3
Blizzard Cannon,light-bowgun,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
Blizzard Cannon+,light-bowgun,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
Blizzard Volley,light-bowgun,Upgrade,Velkhana Hardclaw,2,Barioth Hardclaw,4,Amber Hardfang,2,Large Elder Dragon Bone,5
Laguna Blitz I,light-bowgun,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
Laguna Blitz II,light-bowgun,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3,Large Coral Pukei-Pukei Sac,1,Coral Pukei-Pukei Lash,1
Hunter's Rifle I,light-bowgun,Create,Monster Bone S,1,,,,,,
Hunter's Rifle II,light-bowgun,Upgrade,Monster Bone S,2,,,,,,
Hunter's Rifle III,light-bowgun,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
Power Rifle I,light-bowgun,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
Power Rifle II,light-bowgun,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
Power Rifle III,light-bowgun,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
Sniper Shot I,light-bowgun,Create,Monster Hardbone,4,Monster Keenbone,10,Brutal Bone,4,Dragonbone Relic,1
Sniper Shot I,light-bowgun,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Sniper Shot II,light-bowgun,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
Breakshot I,light-bowgun,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
Breakshot I,light-bowgun,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
Breakshot II,light-bowgun,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
Breakshot III,light-bowgun,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
Icehawk,light-bowgun,Upgrade,Crystal Shard,5,Velkhana Hardclaw,3,Velkhana Lash,1,Purecrystal,1
Graceful Almaria,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
Hazak Ereipia,light-bowgun,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
Gulgoleth's Wail,light-bowgun,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
Gulgoleth's Despair,light-bowgun,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
Gulgoleth's Ruin,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,3,Vaal Hazak Hardclaw,6,Vaal Hazak Flail,1,Large Elder Dragon Gem,1
Blazing Rifle I,light-bowgun,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Rifle II,light-bowgun,Upgrade,Rathalos Marrow,1,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1
Anja Buster I,light-bowgun,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
Anja Buster II,light-bowgun,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1
Anja Buster III,light-bowgun,Upgrade,Teostra Mane,2,Anjanath Fang+,6,Anjanath Nosebone+,2,Anjanath Gem,1
Anja Buster IV,light-bowgun,Create,Anjanath Hardfang,2,Anjanath Lash,2,Anjanath Shard,6,Anjanath Mantle,1
Anja Buster IV,light-bowgun,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
Fulgurshot I,light-bowgun,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
Fulgurshot II,light-bowgun,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
Madness Rifle I,light-bowgun,Upgrade,Jyuratodus Fin,1,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
Madness Rifle II,light-bowgun,Upgrade,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3,Gajau Skin,3
Madness Rifle III,light-bowgun,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Jyuratodus Shell,3,Gajau Whisker,3
Jyura Bullet I,light-bowgun,Create,Jyuratodus Fang+,3,Jyuratodus Fin+,3,Torrent Sac,2,Wyvern Gem,1
Jyura Bullet I,light-bowgun,Upgrade,Jyuratodus Fin+,2,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
Jyura Bullet II,light-bowgun,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
Jyura Bullet III,light-bowgun,Upgrade,Elder Dragon Bone,2,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
Jyura Bullet IV,light-bowgun,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
Beo Shooter I,light-bowgun,Upgrade,Beotodus Grandfin,1,Beotodus Hardhorn,1,Beotodus Shard,3,Frozen Bone,1
Beo Shooter II,light-bowgun,Upgrade,Rimed Hide,2,Beotodus Grandfin,2,Cryo Sac,2,Large Wyvern Gem,1
Hidden Bullet I,light-bowgun,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
Hidden Bullet II,light-bowgun,Upgrade,Fulgur Anjanath Hardfang,3,Nargacuga Cutwing+,4,Nargacuga Lash,1,Nargacuga Mantle,1
Lava Bullet I,light-bowgun,Upgrade,Lavasioth Fin+,2,Lavasioth Fang+,2,Lavasioth Scale+,4,,
Lava Bullet II,light-bowgun,Upgrade,Teostra Mane,2,Lavasioth Fin+,3,Lavasioth Fang+,3,Wyvern Gem,1
Fireshatter I,light-bowgun,Upgrade,Lavasioth Grandfin,1,Lavasioth Hardfang,2,Lavasioth Shard,3,Barnos Hardclaw,2
Fireshatter II,light-bowgun,Upgrade,Azure Rathalos Cortex,2,Lavasioth Grandfin,2,Lavasioth Hardfang,2,Monster Solidbone,3
Mammoth Bowgun I,light-bowgun,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2,Banbaro Chine,2,Monster Toughbone,3
Mammoth Bowgun II,light-bowgun,Upgrade,Monster Solidbone,4,Banbaro Great Horn,4,Banbaro Lash,1,Dragonbone Artifact,1
Carapace Rifle I,light-bowgun,Upgrade,Barroth Claw,1,Barroth Shell,3,Barroth Ridge,2,,
Carapace Rifle II,light-bowgun,Upgrade,Dragonite Ore,3,Barroth Claw,2,Barroth Tail,1,Kestodon Shell,3
Carapace Rifle III,light-bowgun,Upgrade,Diablos Shell,3,Barroth Claw,4,Barroth Scalp,2,Monster Bone+,3
Barroth Shot I,light-bowgun,Upgrade,Barroth Claw+,2,Barroth Carapace,3,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Shot II,light-bowgun,Upgrade,Diablos Carapace,3,Barroth Claw+,4,Barroth Carapace,3,Gastodon Carapace,5
Barroth Shot III,light-bowgun,Upgrade,Nergigante Horn+,1,Barroth Claw+,5,Barroth Ridge+,5,Wyvern Gem,1
Barroth Bazooka I,light-bowgun,Create,Barroth Hardclaw,2,Barroth Crown,2,Barroth Chine,4,Large Wyvern Gem,1
Barroth Bazooka I,light-bowgun,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2,Barroth Chine,2,Kestodon Husk,2
Barroth Bazooka II,light-bowgun,Upgrade,Diablos Cortex,2,Barroth Hardclaw,2,Barroth Crown,1,Monster Slogbone,3
Brachydios Shot I,light-bowgun,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
Brachydios Shot II,light-bowgun,Upgrade,Azure Rathalos Fellwing,3,Brachydios Pounder+,4,Brachydios Lash,1,Glowing Slime,5
Garon Rifle I,light-bowgun,Upgrade,Odogaron Claw,2,Odogaron Scale,4,Odogaron Fang,2,,
Garon Rifle II,light-bowgun,Upgrade,Quality Bone,5,Odogaron Claw,2,Odogaron Tail,2,Odogaron Plate,1
Fate's Ember,light-bowgun,Upgrade,Odogaron Claw+,4,Odogaron Scale+,8,Odogaron Fang+,3,Dragonbone Relic,1
Karma,light-bowgun,Upgrade,Teostra Claw+,2,Odogaron Claw+,6,Odogaron Fang+,5,Odogaron Gem,1
Karma+,light-bowgun,Upgrade,Odogaron Hardclaw,2,Odogaron Shard,3,Odogaron Hardfang,2,Monster Slogbone,3
Nether Salvo,light-bowgun,Upgrade,Ebony Odogaron Hardclaw,3,Ebony Odogaron Shard,5,Ebony Odogaron Hardfang,2,Dragonbone Artifact,1
Ghost,light-bowgun,Upgrade,Namielle Hardclaw,2,Ebony Odogaron Hardclaw,4,Hard Ebony Odogaron Sinew,5,Ebony Odogaron Mantle,1
Dragonbone Bowgun I,light-bowgun,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
Dragonbone Bowgun II,light-bowgun,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
Dragonbone Bowgun III,light-bowgun,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
Dragonseal Bowgun I,light-bowgun,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
Dragonseal Bowgun II,light-bowgun,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
Fading Blossom,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
Onigashima,light-bowgun,Upgrade,High Commendation,1,Bazelgeuse Talon,3,Bazelgeuse Fuse,4,Firecell Stone,1
Dai-Onigashima,light-bowgun,Upgrade,Xeno'jiiva Claw,4,Bazelgeuse Wing,4,Bazelgeuse Talon,4,Bazelgeuse Gem,1
God's Isle,light-bowgun,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4,Distilled Blast Fluid,3,Meldspar Ore,5
Mythical Horn,light-bowgun,Upgrade,Kirin Thunderhorn,3,Kirin Hide,3,Kirin Tail,1,Lightcrystal,1
Mythical Horn+,light-bowgun,Upgrade,Kirin Azure Horn,4,Kirin Hide+,5,Kirin Mane,4,Dragonvein Crystal,5
Mythical Three-Horn,light-bowgun,Upgrade,Xeno'jiiva Shell,4,Kirin Azure Horn,6,Kirin Thundertail,3,Novacrystal,2
Mythical Three-Evils,light-bowgun,Upgrade,Kirin Azure Horn+,3,Kirin Finehide,4,Kirin Silvermane,3,Purecrystal,1
Hydra Actinula,light-bowgun,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5,Namielle Whisker,2,Purecrystal,1
Black Actinula,light-bowgun,Upgrade,Shara Ishvalda Tenderclaw,2,Namielle Whisker,4,Namielle Lash,2,Large Elder Dragon Gem,1
Blacksteel Crossbow I,light-bowgun,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
Blacksteel Crossbow II,light-bowgun,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
Icesteel Wasp,light-bowgun,Upgrade,Daora Claw+,3,Daora Webbing,4,Nergigante Carapace,5,Daora Tail,2
Daora's Hornet,light-bowgun,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5,Daora Claw+,4,Daora Gem,1
Daora's Yellowjacket,light-bowgun,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4,Daora Shard,5,Large Elder Dragon Gem,1
Xeno Neqiina,light-bowgun,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
Cross Bowgun,light-bowgun,Create,Hunter King Coin,5,Rathalos Coin,4,Gama Coin,4,Novacrystal,1
Great Bowgun,light-bowgun,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
Neo Cross Bowgun,light-bowgun,Upgrade,Hero King Coin,1,Glavenus Coin,2,Nargacuga Coin,2,Banbaro Coin,2
Devil's Grin,light-bowgun,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
Devil's Madness,light-bowgun,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
"Diregun ""Dementia""",light-bowgun,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
Empress Shell,light-bowgun,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
"Empress Shell ""Blaze""",light-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
"Soulfire Rasp ""Blaze""",light-bowgun,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
"Empress Shell ""Ruin""",light-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
"Soulfire Rasp ""Ruin""",light-bowgun,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
"Empress Shell ""Styx""",light-bowgun,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
"Soulfire Rasp ""Styx""",light-bowgun,Upgrade,Lunastra Shard,5,Lunastra Lash,1,Elder Spiritvein Bone,6,Large Elder Dragon Gem,1
Rajang Barrage,light-bowgun,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
Ten Thousand Volts,light-bowgun,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
Demonlord Cannon,light-bowgun,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
Brimstren Drakekiss,light-bowgun,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
Brimstren Drakevow,light-bowgun,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
Lightbreak Gun,light-bowgun,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
Guild Palace Bowgun,light-bowgun,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
Royal Surefire Shot,light-bowgun,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
Defender Heavy Bowgun I,heavy-bowgun,Create,Iron Ore,1,,,,,,
Defender Heavy Bowgun II,heavy-bowgun,Upgrade,Anjanath Scale,1,,,,,,
Defender Heavy Bowgun III,heavy-bowgun,Upgrade,Commendation,1,,,,,,
Defender Heavy Bowgun IV,heavy-bowgun,Upgrade,Pink Rathian Scale+,1,,,,,,
Defender Heavy Bowgun V,heavy-bowgun,Upgrade,Immortal Dragonscale,1,,,,,,
Iron Assault I,heavy-bowgun,Create,Iron Ore,1,,,,,,
Iron Assault II,heavy-bowgun,Upgrade,Iron Ore,2,,,,,,
Iron Assault III,heavy-bowgun,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
Steel Assault I,heavy-bowgun,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Steel Assault II,heavy-bowgun,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
Steel Assault III,heavy-bowgun,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Chrome Assault I,heavy-bowgun,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
Chrome Assault II,heavy-bowgun,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
Fatal Assault I,heavy-bowgun,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
Fatal Assault I,heavy-bowgun,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
Fatal Assault II,heavy-bowgun,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
Fatal Assault III,heavy-bowgun,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
Icicle Assault I,heavy-bowgun,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
Icicle Assault II,heavy-bowgun,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
Nergal Roar,heavy-bowgun,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
Destruction's Fusillade,heavy-bowgun,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
Ruinous Destruction,heavy-bowgun,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
Aqua Assault I,heavy-bowgun,Upgrade,Earth Crystal,3,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
Aqua Assault II,heavy-bowgun,Upgrade,Dragonite Ore,5,Jyuratodus Fin,3,Jyuratodus Fang,2,Gajau Skin,3
Aqua Assault III,heavy-bowgun,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Coral Crystal,3,Gajau Whisker,3
Water Cannon I,heavy-bowgun,Create,Jyuratodus Shard,3,Flood Sac,2,Jyuratodus Scale+,3,Novacrystal,1
Water Cannon I,heavy-bowgun,Upgrade,Carbalite Ore,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
Water Cannon II,heavy-bowgun,Upgrade,Fucium Ore,5,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
Water Cannon III,heavy-bowgun,Upgrade,Elder Dragon Blood,3,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
Water Cannon IV,heavy-bowgun,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
Nightmare Cannon I,heavy-bowgun,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2,Nightshade Paolumu Fellwing,2,Torpor Sac,1
Nightmare Cannon II,heavy-bowgun,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5,Nightshade Paolumu Fellwing,3,Large Wyvern Gem,1
Hidden Gambit,heavy-bowgun,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
Hidden Gambit+,heavy-bowgun,Upgrade,Fulgur Anjanath Hardfang,3,Nargacuga Cutwing+,4,Nargacuga Lash,1,Nargacuga Mantle,1
Baleful Night,heavy-bowgun,Upgrade,Shadowpierce Fang,2,Nargacuga Cutwing+,4,Nargacuga Hardfang,4,Purecrystal,1
Luminous Assault I,heavy-bowgun,Upgrade,Tzitzi-Ya-Ku Claw,2,Tzitzi-Ya-Ku Photophore,1,Tzitzi-Ya-Ku Scale,3,,
