name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Poison Functionality,Allows you to apply poison coatings.,毒ビン追加,弓装備中、毒ビンの装着を 可能にする。,Apothicaire,Permet d'utiliser des fioles de poison.,Applica veleno,Consente di applicare il rivestimento veleno.,Giftbeschichtung,Ermöglicht das Auftragen von Giftbeschichtungen.,Añade veneno,Permite aplicar viales de veneno.,Adição de Veneno,Permite a aplicação de revestimentos venenosos.,Funkcja Trucizny,Pozwala nakładać trujące powłoki.,Использование яда,Дает наносить ядовитое покрытие.,독병 추가,"활 장비 중, 독병을 장착할 수 있게 한다.",毒瓶追加,裝備弓時， 可裝備毒瓶。,خاصية السم,تتيح لك استخدام أغطية السم.
Sleep Functionality,Allows you to apply sleep coatings.,睡眠ビン追加,弓装備中、睡眠ビンの装着を 可能にする。,Marchand de sable,Permet d'utiliser des fioles de sommeil.,Applica sonno,Consente di applicare il rivestimento sonno.,Schlafbeschichtung,Ermöglicht das Auftragen von Schlafbeschichtungen.,Añade sueño,Permite aplicar viales sedantes.,Adição de Sono,Permite a aplicação de revestimentos soníferos.,Funkcja Uśpienia,Pozwala nakładać usypiające powłoki.,Использование сна,Дает наносить усыпляющее покрытие.,수면병 추가,"활 장비 중, 수면병을 장착할 수 있게 한다.",睡眠瓶追加,裝備弓時， 可裝備睡眠瓶。,خاصية النوم,تتيح لك استخدام أغطية النوم.
Elemental Airborne,Elemental damage increased for jumping attacks.,飛燕【属性】,ジャンプ攻撃の属性ダメージＵＰ,Châtiment des cieux,Les dégâts élémentaires sont augmentés durant les attaques sautées.,Minaccia aerea elementale,Incrementa i danni elementali inflitti dagli attacchi in salto.,Element-Luftherrschaft,Erhöht den Element-Schaden durch gesprungene Angriffe.,Bonus salto elemental,Aumenta el daño elemental provocado por ataques en salto.,No Ar Elemental,Aumenta o dano elemental dos ataques com salto.,Wzlot żywiołów,Zwiększa obrażenia od żywiołów zadawane przez ataki z wyskoku.,Стихийный полет,Увеличивает урон от стихий для атак в прыжке.,비연【속성】,점프 공격의 속성 데미지 UP,飛燕【屬性】,跳躍攻擊的屬性傷害UP,هجمات جوّية عنصرية,زيادة الضرر العنصري مع الهجمات أثناء القفز.
True Razor Sharp/Spare Shot,Greatly reduces sharpness loss. Bows and bowguns have a chance not to expend coatings or ammo.,真・業物／弾丸節約,斬れ味の消耗をかなり抑える。 ／ボウガンの弾・弓のビンを 消費せずに発射する確率が上がる。,Samouraï/Franc-tireur vrai,Émoussement nettement réduit. Permet parfois de tirer sans utiliser de fioles ou munitions.,Acutezza/Risparmia munizioni,Riduce nettamente la perdita di acutezza. Può prevenire il consumo di munizioni o rivestimento.,WahrScharfschwrt/Extrsch,Reduziert Schärfeverlust stark. Chance auf Schüsse ohne Munitionsoder Beschichtungsverbrauch.,Afiladísimo/tiro extra real,"Reduce mucho la pérdida de afilado. Para arcos/ballestas, a veces disparas sin gastar viales ni munición.",Fio Nav./Tiro Extra Real,Reduz bastante perda de afiação. Tiros de arco e fuzilarco podem não gastar munição/revestimento.,Napr. Naostrz./Wol. Strzał,Ostrość spada znacznie wolniej. Łuki i łukodziałka czasami nie zużywają amunicji i powłok.,Ист. Бритва/Зап. выстрел,Оружие тупится намного медленнее. Луки и лукорудия могут не потратить покрытие или снаряды.,진-명검/탄환 절약,예리도 소모를 매우 억제한다. /보우건의 탄과 활의 병을 소모하지 않고 발사할 확률이 높아진다.,真‧利刃／彈丸節約,銳利度的消耗大幅降低。 提升不需消耗弩槍彈藥 及弓的瓶即可發射的機率。,شحذ حاد/طلقة إضافية,تقلل فقدان الحدّة بشكل كبير. قد لا تُستهلك الذخيرة أو الأغطية في الأقواس وبنادق القوس.
Offensive Guard,Temporarily increases attack power after executing a perfectly-timed guard.,攻めの守勢,タイミング良くガードを成功させると、 一定時間、攻撃力が上昇する。,Garde offensive,Accroît temporairement la puissance d'attaque après une garde parfaitement synchronisée.,Guardia offensiva,Incrementa brevemente la potenza d’attacco dopo una guardia eseguita con tempismo perfetto.,Offensive Abwehr,Erhöht nach dem Ausführen einer perfekt getimten Abwehr vorübergehend die Angriffskraft.,Bloqueo agresivo,Aumenta el poder de ataque de manera temporal tras realizar un bloqueo perfecto.,Bloqueio Ofensivo,Aumenta temporariamente o poder de ataque após um bloqueio no momento exato.,Garda Ofensywna,Czasowo zwiększa siłę ataku po wykonaniu idealnej gardy.,Агрессивная защита,После выполнения идеально рассчитанной по времени защиты временно повышает атаку.,공격적인 방어,타이밍을 잘 맞춰 가드에 성공하면 일정 시간 공격력이 상승한다.,攻擊守勢,抓準時機防禦成功的話， 會提升一定時間的攻擊力。,التصدي للهجمات,تزيد من قوة الهجوم مؤقتًا بعد تنفيذ تصدٍ توقيته مثالي.
Coalescence,Temporarily enhances attacks after recovering from blights or abnormal status.,災禍転福,状態異常や、属性やられを解除すると、 一定時間、攻撃性能が強化される。,Union,Renforce temporairement les attaques après la fin d'un fléau ou d'un statut anormal.,Coalescenza,Potenzia brevemente gli attacchi quando guarisci da malus o da alterazioni di stato.,Verschmelzung,Verbessert nach der Erholung von Pest und anomalen Status-Effekten vorübergehend Angriffe.,Coalescencia,Potencia los ataques de forma temporal inmediatamente después de recuperarte de plagas y estados alterados.,Coalescência,Melhora temporariamente os ataques após recuperar-se de flagelos ou status anormais.,Zjednoczenie,Czasowo wzmacnia ataki po wyjściu ze statusów plagi lub niestandardowych.,Сращивание,Временно усиливает атаки после восстановления от действия порч и аномальных статусов.,전화위복,상태 이상 및 속성 피해에서 벗어나면 일정 시간 공격 성능이 강화된다.,轉禍為福,解除狀態異常或屬性異常狀態屬性後， 會強化一定時間的攻擊性能。,الالتحام,تُحسن الهجوم مؤقتًا بعد التعافي من الأوبئة أو الوضعيات الغريبة.
Frostcraft,"An aura of frost builds when your weapon is sheathed, raising attack. Wanes each melee hit or shot fired.",冰気錬成,納刀中、徐々に冰気が高まり、攻撃力が 強化される。近接攻撃が当たる度／矢・弾を 発射する度、冰気が失われていく。,Nuée de givre,Arme rengainée : Active une aura de givre qui augmente les dégâts. Diminue à chaque attaque ou tir.,Criosintesi,"Se l'arma è nel fodero, accumuli un’aura che incrementa il tuo attacco e si dissolve a ogni colpo.",Eiskunst,"Bildet eine Frostaura bei weggesteckter Waffe, erhöht so Angriff; mit jedem Schuss / Nahkampftreffer schwächer.",Destreza helada,"Al envainar crea un aura de hielo que mejora el ataque, pero pierde fuerza con cada golpe o tiro disparado.",Frigidez,"Uma aura gélida surge ao guardar sua arma, aumentando o ataque. Dispersa a cada ataque/disparo.",Sztuka Mrozu,"Aura mrozu otacza schowaną broń, wzmacniając atak. Po wyjęciu aura słabnie z każdym ciosem lub strzałem.",Мастерство мороза,"Когда оружие в ножнах, создает морозную ауру, повышающую атаку. Слабеет с каждым ударом/выстрелом.",얼음연성,"납도 중에 점점 냉기가 서려 공격력이 높아진다. 근접공격을 맞히거나 화살, 탄을 쏠 때마다 냉기가 사라진다.",寒氣鍊成,納刀狀態下，會慢慢累積寒氣， 強化攻擊力。當近身攻擊擊中時或 發射箭‧彈藥時，寒氣會逐漸喪失。,الصناعة الجليدية,تُولّد هالة من الصقيع عند غمد السلاح، مما يزيد الهجوم. تتضاءل مع كل اشتباك أو رصاصة مُطلقة.
Element Acceleration,Continually attacking a monster activates Free Element/Ammo Up Lv2 and increases elemental damage.,属性加速,継続してモンスターに攻撃を当てると 一定時間、属性解放/装填拡張Lv2が発動。 さらに、属性攻撃力も少し上昇する。,Accélération élémentaire,Attaquer sans cesse un monstre active Tireur d'élite II et augmente les dégâts élémentaires.,Picco elementale,Sferra attacchi consecutivi per attivare Rivela/Munizioni+ liv. 2 e incrementare i danni elementali.,Elementbeschleunigung,Kontinuierliche Angriffe aktivieren die Superwaffe-Fähigkeit Stufe 2 und erhöhen den Elementschaden.,Aceleración elemento,Atacar sin parar a un monstruo activa elem. oculto/munición+ nv. 2 y aumenta el daño elemental.,Elemento Gradual,Atacar continuamente um monstro ativa Mais Munição/Elemento Nv 2 e aumenta o dano elemental.,Dopał Żywiołu,Ciągłe atakowanie potwora aktywuje Wolny Żywioł/Amunicja poz. 2 i zwiększa obrażenia od żywiołów.,Стихийное ускорение,Постоянная атака монстра активирует вольную стихию/снаряды ур. 2 и увеличивает стихийный урон.,속성 가속,몬스터에 계속 공격을 맞히면 일정 시간 속성해방/장전 확장 Lv2가 발동 하고 속성 공격력도 조금 상승한다.,屬性加速,若持續攻擊命中魔物，會發動一定 時間的屬性解放/裝填擴充Lv2。 屬性攻擊力也會少量提升。,تسارع العنصر,يفعّل الهجوم المستمر على وحش عنصرًا حرًّا/زيادة الذخيرة للمستوى 2 كما يزيد ضرر العنصر.
True Element Acceleration,Continually attacking a monster activates Free Element/Ammo Up Lv3 and increases elemental damage.,真・属性加速,継続してモンスターに攻撃を当てると 一定時間、属性解放/装填拡張Lv3が発動。 さらに、属性攻撃力も上昇する。,Accélération élém vraie,L'attaque répétée d'un monstre active Tireur d'élite III et accroît les dégâts élémentaires.,Picco elementale puro,Sferra attacchi consecutivi per attivare Rivela/Munizioni+ liv. 3 e incrementare i danni elementali.,WahrElementbeschleunigng,Kontinuierliche Angriffe aktivieren Superwaffe-Fähigkeit Stufe 3 und erhöhen Elementschaden.,Acelerac. elemento real,Atacar sin parar a un monstruo activa elem. oculto/munición+ nv. 3 y aumenta el daño elemental.,Elemento Gradual Real,Atacar continuamente um monstro ativa Mais Munição/Elemento Nv 3 e aumenta o dano elemental.,Duży Dopał Żywiołu,Ciągłe atakowanie potwora aktywuje Wolny Żywioł/Amunicja poz. 3 i zwiększa obrażenia od żywiołów.,Истинное стих. ускорение,Постоянная атака монстра активирует вольную стихию/снаряды ур. 3 и увеличивает стихийный урон.,진-속성 가속,몬스터에 계속 공격을 맞히면 일정 시간 속성해방/장전 확장 Lv3가 발동하고 속성 공격력도 상승한다.,真‧屬性加速,若持續攻擊命中魔物，會發動一定 時間的屬性解放/裝填擴充Lv3。 屬性攻擊力也會提升。,التسارع الحقيقي للعنصر,يفعّل الهجوم المستمر على وحش عنصرًا مجانيًا / زيادة الذخيرة للمستوى 3، كما يزيد ضرر العنصر.
Gaia's Veil,"While wearing a mantle, gain Windproof Lv3, Earplugs Lv3, Tremor Res Lv3, and Flinch Free.",大地縫纏,装衣を装着している間、耐震Lv3、 風圧耐性Lv3、耳栓Lv3、 ひるみ無効の効果を得る。,Voile de Gaïa,"Cape équipée : Pare-vent (NV3), Bouchon d'oreilles (NV3), Sismologie (NV3), Nerfs d'acier",Velo di Gaia,"Quando indossi un mantello: Paravento liv. 3, Protezione udito liv. 3, Antisismico liv.3 e Antisussulto.",Gaia-Schleier,"Mantel gewährt Windsicher St. 3, Ohrstöpsel St. 3, Erschütterungswiderstand St. 3 und Unbeeindruckt.",Velo de Gaia,"Al llevar un manto ganas anti viento nv. 3, anti temblores nv. 3, anti rugidos nv. 3 y mejora de balance.",Véu de Gaia,"Ao usar um manto, ganhe Tampões Nv3, Antivento Nv3, Resistência a Tremor Nv3 e Sem Recuo.",Woal Gai,"Noszona opończa daje Odp. na Wstrząsy poz. 3, Wiatrochron poz. 3, Zatyczki poz. 3 i Kamienną Twarz.",Покров Гайи,"Покров дает вам антиветер ур.3, наушники ур.3, сопротивление тряске ур.3 и непоколебимость.",대지봉전,"의상을 착용하는 동안에는 내진 LV3, 풍압 내성 LV3, 귀마개 LV3, 움찔 무효 효과를 얻는다.",大地縫纏,裝備衣裝時，可獲得耐震Lv3、 風壓耐性Lv3、耳塞Lv3、 膽怯無效之效果。,حجاب غايا,الحصول على صد الرياح مستوى 3 وسدادات أذن مستوى 3 ومقاومة الاهتزاز مستوى 3 والثبات عند ارتداء عباءة.
True Gaia's Veil,"While wearing a mantle, gain Tremor Resistance Lv3, Earplugs Lv5, max Windproof, and Flinch Free.",真・大地縫纏,装衣を装着している間、耐震Lv3、 耳栓Lv5、風圧完全無効、ひるみ無効の 効果を得る。,Voile de Gaïa vrai,"Cape équipée : Sismologie (NV3), Bouchon d'oreilles (NV5), Pare-vent (MAX), Nerfs d'acier",Velo di Gaia puro,"Quando indossi un mantello: Antisismico liv. 3, Protezione udito liv. 5, Paravento al massimo e Antisussulto.",Wahrer Gaia-Schleier,"Mantel gewährt max. Windsicher, Ohrstöpsel St. 5, Erschütterungswiderstand St. 3 und Unbeeindruckt.",Velo de Gaia real,"Al llevar un manto ganas anti viento máximo, anti temblores nv. 3, anti rugidos niv. 5 y mejora de balance.",Véu de Gaia Real,"Ao usar um manto, ganhe Tampões Nv5, Resistência a Tremor Nv3, Antivento máx. e Sem Recuo.",Prawdziwy Woal Gai,"Kiedy nosisz opończę, daje Odp. na Wstrząsy poz. 3, Zatyczki poz. 5, maks. Wiatrochron i Kamienną Twarz.",Истинный покров Гайи,"Покров дает вам сопротивление тряске ур.3, наушники ур. 5, макс. антиветер и непоколебимость.",진-대지봉전,"의상을 착용하는 동안에는 내진 LV3, 귀마개 LV5, 풍압 완전 무효, 움찔 무효 효과를 얻는다.",真‧大地縫纏,裝備衣裝時，可獲得耐震Lv3、 耳塞Lv5、風壓完全無效、 膽怯無效之效果。,حجاب غايا الحقيقي,الحصول على مقاومة اهتزاز المستوى 3 وسدادات أذن المستوى 5، وأعلى صد للرياح، والثبات عند ارتداء عباءة.
Dragonvein Awakening,"Elem., abnormal status, & affinity up with weapon drawn. Take damage when attacking, but can be recovered by continually attacking.",龍脈覚醒,抜刀中に属性、状態異常値、会心率が 上昇。攻撃時にダメージを受けるが、 攻撃し続けると自動回復効果を得る。,Éveil draconique,"Augmente dégâts élémentaires, afflictions, affinité. Vous perdez de la vie peu à peu. Continuez à attaquer pour récupérer de la vie.",Risveglio venadrago,"Aumenta stati alterati, danni elementali e affinità ad arma estratta. Subisci danni quando attacchi ma possono essere recuperati con attacchi continui.",Drachenader-Erweckung,"Element, anormaler Status und Affinität hoch bei gezogener Waffe. Erlittener Schaden kann wiederhergestellt werden.",Desvelar dracovena,"Mejora elementos, estados y afinidad al blandir arma. Recibes daño al atacar, pero lo recuperas atacando sin parar.",Despertar de Dragoveio,"Aumento de elemento, status anormal e afinidade com a arma empunhada. Sofre dano ao atacar, mas recupera atacando continuamente.",Przebudzenie smocz. żyły,"Wzrost obr. od żywiołów i szkodl. efektów oraz zgodności przy dobytej broni. Ataki zadają ci obrażenia, ale ciągle atakując, odzyskasz zdr.",Пробуждение драконьей жилы,"При обнажении этого оружия повышаются стихийный и аномальный статус и мастерство. При атаке вы получаете урон, при постоянных атаках лечитесь.",용맥각성,"발도 중, 속성, 상태 이상치, 회심률이 상승한다. 공격 시 데미지를 받지만, 계속 공격하면 자동 회복 효과를 얻는다.",龍脈覺醒,拔刀狀態下，屬性、狀態異常值、 會心率上升。攻擊時仍會受到傷害， 但持續攻擊就能發揮自動回復效果。,صحوة دراغونفاين,عنصر.، الوضعية الغريبة وزيادة النسبة عند إشهار السلاح. تتعرض للضرر عند الهجوم، ولكن يمكن استرجاعه عبر مواصلة الهجوم.
True Dragonvein Awakening,"Enhances attacks even more with weapon drawn. Take damage when attacking, but can be recovered by continually attacking.",真・龍脈覚醒,抜刀中に得られる攻撃性能が更に 上昇。攻撃時にダメージを受けるが、 攻撃し続けると自動回復効果を得る。,Éveil draconique ultime,Augmente l'attaque. Vous perdez de la vie peu à peu. Continuez à attaquer pour récupérer de la vie.,Risveglio venadrago puro,Migliora ancora di più gli attacchi quando l'arma è estratta. Subisci danni quando attacchi ma possono essere recuperati con attacchi continui.,Wahre-Drachenader-Erweckung,"Verbesserte Angriffe mit gezogener Waffe. Nimmt beim Angriff Schaden, kann durch weitere Angriffe wiederhergestellt werden.",Desvelar dracovena real,"Mejora aún más los ataques con el arma desenvainada. Recibes daño al atacar, pero lo recuperas atacando sin parar.",Despertar de Dragoveio Real,"Aumenta ainda mais os ataques com a arma empunhada. Sofre dano ao atacar, mas recupera atacando continuamente.",Prawdz. przeb. smocz. żyły,"Wzmacnia ataki przy dobytej broni. Ataki zadają ci obrażenia, ale ciągle atakując, odzyskasz zdrowie.",Проб. ист. драконьей жилы,"При обнажении оружия атака усиливается еще больше. Вы получаете урон при атаке, но при постоянных атаках лечитесь.",진-용맥각성,"발도 중에 얻는 공격 성능이 더욱 상승한다. 공격 시 데미지를 받지만, 계속 공격하면 자동 회복 효과를 얻는다.",真‧龍脈覺醒,進一步提升拔刀狀態中的攻擊性能。 攻擊時雖然仍會受到傷害，但只要 持續攻擊，就能發揮自動回復效果。,صحوة الدراغونفاين الحقيقية,تحسين الهجمات أكثر عند إشهار السلاح. تتعرض للضرر عند الهجوم، ولكن يمكن استرجاعه عبر مواصلة الهجوم.
Free Meal Secret,Raises the maximum level of the Free Meal skill.,満足感・極意,満足感スキルのレベル上限が 解放される。,Secret Pique-assiette,Augmente le niveau maximum du talent Pique-assiette.,Maestro Pasto gratuito,Incrementa il livello massimo dell’abilità Pasto gratuito.,Freie-Mahlzeit-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Freie Mahlzeit.,Comida gratis clave,Mejora el nivel máximo de la habilidad comida gratis.,Segredo Refeição Grátis,Aumenta o nível máximo da habilidade Refeição Grátis.,Sekret Darmowego Posiłku,Zwiększa maksymalny poziom umiejętności Darmowy Posiłek.,Секрет бесплатной еды,"Повышает максимальный уровень навыка ""Бесплатная еда"".",만족감-극의,만족감 스킬 레벨 상한이 잠금 해제된다.,滿足感‧極意,解放滿足感技能的等級上限。,سر الوجبة المجانية,يرفع من أقصى مستوى لمهارة الوجبة المجانية.
Maximum Might Secret,Raises the maximum level of the Maximum Might skill.,渾身・極意,渾身スキルのレベル上限が 解放される。,Secret Corps et âme,Augmente le niveau maximum du talent Corps et âme.,Maestro Massima potenza,Incrementa il livello massimo dell’abilità Massima potenza.,Höchstmacht-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Höchstmacht.,Bonus de afinidad clave,Mejora el nivel máximo de la habilidad bonus de afinidad.,Segredo Poder Máximo,Aumenta o nível máximo da habilidade Poder Máximo.,Sekret Maksymalnej Mocy,Zwiększa maksymalny poziom umiejętności Maksymalna Moc.,Тайна макс. могущества,"Повышает максимальный уровень навыка ""Максимальное могущество"".",혼신-극의,혼신 스킬 레벨 상한이 잠금 해제된다.,渾身‧極意,解放精神抖擻技能的 等級上限。,سر القوة القصوى,يرفع من أقصى مستوى لمهارة القوة القصوى.
Bombardier Secret,Raises the maximum level of the Bombardier skill.,ボマー・極意,ボマースキルのレベル上限が 解放される。,Secret Bombardier,Augmente le niveau maximum du talent Bombardier.,Maestro Bombardiere,Incrementa il livello massimo dell’abilità Bombardiere.,Bombardier-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Bombardier.,Expl. mejorados clave,Mejora el nivel máximo de la habilidad explosivos mejorados.,Segredo Bombardeiro,Aumenta o nível máximo da habilidade Bombardeiro.,Sekret Bombardiera,Zwiększa maksymalny poziom umiejętności Bombardier.,Тайна бомбардира,"Повышает максимальный уровень навыка ""Бомбардир"".",보머-극의,보머 스킬 레벨 상한이 잠금 해제된다.,炸彈客‧極意,解放炸彈客技能的 等級上限。,سر المدفعي,يرفع من أقصى مستوى لمهارة المدفعي.
Slugger Secret,Raises the maximum level of the Slugger skill.,KO術・極意,ＫＯ術スキルのレベル上限が 解放される。,Secret Cogneur,Augmente le niveau maximum du talent Cogneur.,Maestro Battitore,Incrementa il livello massimo dell’abilità Battitore.,Lähmer-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Lähmer.,Bonus al aturdir clave,Mejora el nivel máximo de la habilidad bonus al aturdir.,Segredo Atordoante,Aumenta o nível máximo da habilidade Atordoante.,Sekret Powalacza,Zwiększa maksymalny poziom umiejętności Powalacz.,Тайна тяжелого удара,"Повышает максимальный уровень навыка ""Тяжелый удар"".",KO술-극의,KO술 스킬 레벨 상한이 잠금 해제된다.,KO術‧極意,解放ＫＯ術技能的 等級上限。,سر الملاكم الشرس,ترفع من أقصى مستوى لمهارة الملاكم الشرس.
Agitator Secret,Raises the maximum level of the Agitator skill.,挑戦者・極意,挑戦者スキルのレベル上限が 解放される。,Secret Agitateur,Augmente le niveau maximum du talent Agitateur.,Maestro Istigatore,Incrementa il livello massimo dell’abilità Istigatore.,Aufhetzer-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Aufhetzer.,Instigador clave,Mejora el nivel máximo de la habilidad instigador.,Segredo Agitador,Aumenta o nível máximo da habilidade Agitador.,Sekret Podżegacza,Zwiększa maksymalny poziom umiejętności Podżegacz.,Тайна подстрекателя,"Повышает максимальный уровень навыка ""Подстрекатель"".",도전자-극의,도전자 스킬 레벨 상한이 잠금 해제된다.,挑戰者‧極意,解放挑戰者技能的 等級上限。,سر المشاغب,يرفع من أقصى مستوى لمهارة المشاغب.
Artillery Secret,Raises the maximum level of the Artillery skill.,砲術・極意,砲術スキルのレベル上限が 解放される。,Secret Artificier,Augmente le niveau maximum du talent Artificier.,Maestro Artiglieria,Incrementa il livello massimo dell’abilità Artiglieria.,Artillerie-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Artillerie.,Artillería clave,Mejora el nivel máximo de la habilidad artillería.,Segredo Artilharia,Aumenta o nível máximo da habilidade Artilharia.,Sekret Artylerii,Zwiększa maksymalny poziom umiejętności Artyleria.,Тайна артиллерии,Повышает максимальный уровень навыка артиллерии.,포술-극의,포술 스킬 레벨 상한이 잠금 해제된다.,砲術‧極意,解放砲術技能的等級上限。,سر المدفعية,يرفع من أقصى مستوى لمهارة المدفعية.
Stamina Thief Secret,Raises the maximum level of the Stamina Thief skill.,スタミナ奪取・極意,スタミナ奪取スキルのレベル上限が 解放される。,Secret Vol d'endurance,Augmente le niveau maximum du talent Vol d'endurance.,Maestro Ruba resistenza,Incrementa il livello massimo dell’abilità Ruba resistenza.,Ausdauerdieb-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Ausdauerdieb.,Bonus agotador clave,Mejora el nivel máximo de la habilidad bonus agotador.,Segredo Ladrão de Vigor,Aumenta o nível máximo da habilidade Ladrão de Vigor.,Sekret Kradzieży Wytrz.,Zwiększa maksymalny poziom umiejętności Kradzieży Wytrzymałości.,Тайна похищения выносливости,"Повышает максимальный уровень навыка ""Похищение выносливости"".",스태미나 탈취-극의,스태미나 탈취 스킬 레벨 상한이 잠금 해제된다.,奪取耐力‧極意,解放奪取耐力技能的 等級上限。,سر لص قوة التحمل,يرفع من أقصى مستوى لمهارة لص قوة التحمل.
Tool Specialist Secret,Raises the maximum level of the Tool Specialist skill.,整備・極意,整備スキルのレベル上限が 解放される。,Secret Expert survie,Augmente le niveau maximum du talent Expert en survie.,Maestro Manutenzione,Incrementa il livello massimo dell’abilità Manutenzione.,Werkzeugspezialist-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Werkzeugspezialist.,Exp. herramientas clave,Mejora el nivel máximo de la habilidad experto en herramientas.,Segredo Perícia Ferramentas,Aumenta o nível máximo da habilidade Perícia em Ferramentas.,Sekret speca od narzędzi,Zwiększa maksymalny poziom umiejętności Spec od Narzędzi.,Секрет механика,"Повышает максимальный уровень навыка ""Механик"".",정비-극의,정비 스킬 레벨 상한이 잠금 해제된다.,整備‧極意,解放整備技能的 等級上限。,سر مختص الأدوات,ترفع من أقصى مستوى لمهارة مختص الأدوات.
Latent Power Secret,Raises the maximum level of the Latent Power skill.,力の解放・極意,力の解放スキルのレベル上限が 解放される。,Secret Force latente,Augmente le niveau maximum du talent Force latente.,Maestro Forza latente,Incrementa il livello massimo dell’abilità Forza latente.,Latente-Kraft-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Latente Kraft.,Poder latente clave,Mejora el nivel máximo de la habilidad poder latente.,Segredo Poder Latente,Aumenta o nível máximo da habilidade Poder Latente.,Sekret Uśpionej Mocy,Zwiększa maksymalny poziom umiejętności Uśpiona Moc.,Тайна скрытой энергии,"Повышает максимальный уровень навыка ""Скрытая энергия"".",힘의 해방-극의,힘의 해방 스킬 레벨 상한이 잠금 해제된다.,力量解放‧極意,解放力量解放技能的 等級上限。,سر القوة الكامنة,ترفع من أقصى مستوى لمهارة القوة الكامنة.
Divine Blessing Secret,Raises the maximum level of the Divine Blessing skill.,精霊の加護・極意,精霊の加護スキルのレベル上限が 解放される。,Secret Bénédiction,Augmente le niveau maximum du talent Bénédiction.,Maestro Angelo custode,Incrementa il livello massimo dell’abilità Angelo custode.,GöttlicherSegenGeheimnis,Erhöht die Maximalstufe der Fähigkeit Göttlicher Segen.,Protección divina clave,Mejora el nivel máximo de la habilidad protección divina.,Segredo Bênção Divina,Aumenta o nível máximo da habilidade Bênção Divina.,Sekret Boskiego Błogosł.,Zwiększa maksymalny poziom umiejętności Boskie Błogosławieństwo.,Тайна божеств. благословения,"Повышает максимальный уровень навыка ""Божеств. благословение"".",정령의 가호-극의,정령의 가호 스킬 레벨 상한이 잠금 해제된다.,精靈加護‧極意,解放精靈加護技能的 等級上限。,سر المباركة المقدسة,يرفع من أقصى مستوى لمهارة المباركة المقدسة.
Slinger Ammo Secret,Raises the maximum level of the Slinger Capacity skill.,スリンガー装填・極意,スリンガー装填数ＵＰスキル のレベル上限が解放される。,Secret Fronde +,Augmente le niveau maximum du talent Fronde +.,Maestro Munizioni fionda,Incrementa il livello massimo dell’abilità Capacità fionda.,Schleudermunition-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Schleuderkapazität.,Munición eslinga clave,Mejora el nivel máximo de la habilidad capacidad de eslinga.,Segredo Munição Atiradeira,Aumenta o nível máximo da habilidade Capacidade da Atiradeira.,Sekret Amunicji do Procy,Zwiększa maksymalny poziom umiejętności Pojemność Procy.,Тайна снарядов самострела,"Повышает максимальный уровень навыка ""Заряд самострела"".",슬링어 장전-극의,슬링어 장전 수 UP 스킬 레벨 상한이 잠금 해제된다.,投射器裝填‧極意,解放投射器裝填數ＵＰ技能 等級上限。,سر ذخيرة نبلة المعصم,ترفع من أقصى مستوى لمهارة قدرة نبلة المعصم.
Heroics Secret,Raises the maximum level of the Heroics skill.,火事場力・極意,火事場力スキルのレベル上限が 解放される。,Secret Héroïsme,Augmente le niveau maximum du talent Héroïsme.,Maestro Eroismo,Incrementa il livello massimo dell’abilità Eroismo.,Heldentat-Geheimnis,Erhöht die Maximalstufe der Fähigkeit Heldentat.,Bonus salud baja clave,Mejora el nivel máximo de la habilidad bonus salud baja.,Segredo Heroísmo,Aumenta o nível máximo da habilidade Heroísmo.,Sekret Wyczynów,Zwiększa maksymalny poziom umiejętności Wyczyny.,Тайна героизма,"Повышает максимальный уровень навыка ""Героизм"".",재난대처능력-극의,재난대처능력 스킬 레벨 상한이 잠금 해제된다.,火場怪力‧極意,解放火場怪力技能的 等級上限。,سر الأعمال البطولية,يرفع من أقصى مستوى لمهارة الأعمال البطولية.
