name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Lunastra Ticket,"A ticket with Lunastra and Teostra, roaring in unison. Redeem at the Smithy for special equipment.",炎妃龍チケット,つがいの炎龍の共鳴する姿が 描かれたチケット。 加工屋に渡すと…！？,Ticket Lunastra,"Un ticket représentant la Lunastra et le Teostra, rugissant ensemble. À présenter à la Forge !",Buono Lunastra,Un buono che raffigura Teostra e Lunastra che ruggiscono insieme. Portalo alla forgia,Lunastra-Ticket,"Ein Ticket mit Lunastra und Teostra, in Einheit brüllend. Es kann beim Schmied eingelöst werden.",Vale de Lunastra,Un vale con Lunastra y Teostra rugiendo al unísono. ¿Quizá podrías cambiarlo en la forja por algo bueno?,Bilhete Lunastra,Bilhete com Lunastra e Teostra rugindo juntos. Entregue ao Ferreiro para criar equipamentos especiais.,Kwit Lunastry,Kwit z Lunastrą i Teostrą ryczącymi jednym głosem. Wymień go u Kowala na wyposażenie specjalne.,Билет лунастры,Билет с изображением ревущих теостры и лунастры. Отнесите в кузню ради особого снаряжения.,염비룡 티켓,한 쌍의 염룡이 공명하는 모습이 그려져 있는 티켓. 가공점에 건네주면...!?,炎妃龍票,上面畫有一對雌雄炎龍 共鳴模樣的票。交給 加工屋就會...？！,تذكرة لوناسترا,تذكرة رُسم عليها لوناسترا وتيوسترا، يزأران في انسجام. يمكن استبدالها من ورشة الحدادة مقابل معدات خاصة.
Kushala Daora Ticket,"A ticket bearing Kushala Daora, commanding the winds. Redeem at the Smithy to make novel equipment.",鋼龍チケット,天候を支配する鋼龍が描かれた チケット。加工屋に渡すと 一味違う防具を作ってくれる。,Ticket Kushala Daora,"Un ticket représentant le Kushala Daora, souverain des vents. À présenter à la Forge !",Buono Kushala Daora,"Un buono raffigurante il Kushala Daora, che domina i venti. Portalo alla forgia per ottenere dell'equipaggiamento.",Kushala-Daora-Ticket,"Ein Ticket mit einem Kushala Daora, die Winde befehlend. Es kann beim Schmied eingelöst werden.",Vale de Kushala Daora,Un vale con la figura de Kushala Daora gobernando los vientos. Canjéalo en la forja por nuevo equipo.,Bilhete Kushala Daora,Bilhete com a marca dos ventos de Kushala Daora. Entregue ao Ferreiro para criar equipamentos novos.,Kwit Kushali Daory,"Kwit z Kushalą Daorą rozkazującym wiatrom. Możesz wymienić go u Kowala, aby stworzyć nowy sprzęt.",Билет кушала-даоры,"Билет с изображением кушала-даоры, владыки ветров. Обменяйте его в кузне на новое снаряжение.",강룡 티켓,날씨를 지배하는 강룡이 그려진 티켓. 가공점에 가져다주면 특이한 방어구를 만들어 준다.,鋼龍票,一張票，上面畫著支配天候的 鋼龍。交給加工屋後，他們會 製作別有特色的防具。,تذكرة كوشالا داورا,تذكرة تحمل صورة كوشالا داورا أثناء التحكم بالرياح. يمكن استردادها من ورشة الحدادة لصناعة معدات جديدة.
Nergigante Ticket,"A ticket bearing Nergigante, utter destruction incarnate. Redeem at the Smithy to make novel equipment.",滅尽龍チケット,破滅の化身たる滅尽龍が描かれた チケット。加工屋に渡すと 一味違う防具を作ってくれる。,Ticket Nergigante,"Un ticket représentant le Nergigante, la destruction incarnée. À présenter à la Forge !",Buono Nergigante,"Un buono raffigurante il Nergigante, simbolo della distruzione totale. Portalo alla forgia per ottenere dell'equipaggiamento.",Nergigante-Ticket,"Ein Ticket mit einem Nergigante, Zerstörung verursachend. Es kann beim Schmied eingelöst werden.",Vale de Nergigante,"Un vale con la figura de Nergigante, la destrucción pura hecha monstruo. Canjéalo en la forja por nuevo equipo.",Bilhete de Nergigante,"Bilhete de Nergigante, encarnação da ruína total. Entregue ao Ferreiro para criar equipamentos novos.",Kwit Nergiganta,"Kwit z Nergigantem, ucieleśnieniem totalnego zniszczenia. Wymień go u Kowala, aby stworzyć nowy sprzęt.",Билет нергиганта,"Билет с изображением нергиганта, воплощения разрушения. Отнесите в кузню для ковки нового снаряжения.",멸진룡 티켓,파멸의 화신인 멸진룡이 그려진 티켓. 가공점에 가져다주면 특이한 방어구를 만들어 준다.,滅盡龍票,一張票，上面畫著毀滅之化身 滅盡龍。交給加工屋後，他們會 製作別有風味的防具。,تذكرة النيرغي,تذكرة تحمل صورة نيرغي؛ الدمار المطلق متجسدًا. يمكن استبدالها في ورشة الحدادة لصناعة معدات جديدة.
Zorah Magdaros Ticket,"A ticket bearing Zorah, trampling over the New World. Redeem at the Smithy to make novel equipment.",熔山龍チケット,大陸を蹂躙する熔山龍が描かれた チケット。加工屋に渡すと 一味違う防具を作ってくれる。,Ticket Zorah Magdaros,"Un ticket représentant le Zorah, conquérant du Nouveau Monde. À présenter à la Forge !",Buono Zorah Magdaros,"Un buono raffigurante lo Zorah Magdaros, che si erge sul Nuovo Mondo. Portalo alla forgia per ottenere dell'equipaggiamento.",Zorah-Magdaros-Ticket,"Ein Ticket mit einem Zorah Magdaros, durch die Neue Welt trampelnd. Es kann beim Schmied eingelöst werden.",Vale de Zorah Magdaros,Un vale con la figura de Zorah alzándose sobre el Nuevo Mundo. Canjéalo en la forja por nuevo equipo.,Bilhete Zorah Magdaros,Bilhete de Zorah marchando sobre o Novo Mundo. Entregue ao Ferreiro para criar equipamentos novos.,Kwit Zoraha Magdarosa,"Kwit z Zorahem tratującym Nowy Świat. Możesz wymienić go u Kowala, aby stworzyć nowy sprzęt.",Билет Дзоры Магдароса,Билет с изображением Дзоры Магдароса на вершине Нового света. Обменяйте его в кузне на новое снаряжение.,용산룡 티켓,대륙을 유린하는 용산룡이 그려진 티켓. 가공점에 가져다주면 특이한 방어구를 만들어 준다.,熔山龍票,一張票，上面畫著蹂躪大陸的 熔山龍。交給加工屋後，他們會 製作別有特色的防具。,تذكرة زوراه ماغداروس,تذكرة تحمل صورة زوراه يسحق العالم الجديد. يمكن استبدالها في ورشة الحدادة لصناعة معدات جديدة.
Xeno'jiiva Ticket,"A ticket bearing Xeno'jiiva, elder dragon transcended. Redeem at the Smithy to make novel equipment.",冥灯龍チケット,古龍を超越せし冥灯龍が描かれた チケット。加工屋に渡すと 一味違う防具を作ってくれる。,Ticket Xeno'jiiva,"Un ticket représentant le Xeno'jiiva, le dragon ancien absolu. À présenter à la Forge !",Buono Xeno'jiiva,"Un buono raffigurante lo Xeno'jiiva, che trascende tutti i draghi anziani. Portalo alla forgia per ottenere dell'equipaggiamento.",Xeno'jiiva-Ticket,"Ein Ticket mit einem Xeno'jiiva, dem ultimativen Drachenältesten. Es kann beim Schmied eingelöst werden.",Vale de Xeno'jiiva,Un vale con la figura de Xeno'jiiva el dragón anciano definitivo. Canjéalo en la forja por nuevo equipo.,Bilhete Xeno'jiiva,"Bilhete de Xeno'jiiva, dragão ancião transcendido. Entregue ao Ferreiro para criar equipamentos novos.",Kwit Xeno'jiiva,"Kwit z Xeno'jiivem, transcendentnym Starszym Smokiem. Możesz wymienić go u Kowala, aby stworzyć nowy sprzęt.",Билет ксено'джиивы,"Билет с изображением ксено'джиивы, вознесшегося дракона. Обменяйте его в кузне на новое снаряжение.",명등룡 티켓,고룡을 초월한 명등룡이 그려진 티켓. 가공점에 가져다주면 특이한 방어구를 만들어 준다.,冥燈龍票,一張票，上面畫著超越古龍的 冥燈龍。交給加工屋後，他們會 製作別有特色的防具。,تذكرة زينوجيفا,تذكرة تحمل صورة زينوجيفا، سليل التنانين المعمِّرة. يمكن استبدالها في ورشة الحدادة لصناعة معدات جديدة.
Kulve Taroth Emperor Nugget,A glittering white gold nugget from Kulve Taroth. Bring it to the Smithy to craft new equipment!,爛輝龍の皇金塊,歴戦王マム・タロトのもたらした 白金に輝く金塊。加工屋に渡すと 一味違う防具を作ってくれる。,Pépite impériale Kulve Taroth,Une énorme pépite d'or blanc laissée par la Kulve Taroth. Apportez-la à la Forge !,Kulve Taroth: Pepita imperatore,Una pepita d'oro bianco ottenuta dalla Kulve Taroth. Portala alla forgia per ottenere dell'equipaggiamento.,KT Kaiserklumpen,"Ein glitzernder Weißgoldklumpen einer Kulve Taroth. Bring ihn zum Schmied, um neue Ausrüstung zu erhalten.",Asombrosa pepita Kulve Taroth,Una pepita de oro blanco de Kulve Taroth. ¡Llévala a la forja y crea con ella equipo nuevo!,Pepita Imperatriz Kulve Taroth,Uma brilhante pepita de ouro branco da Kulve Taroth. Leve-a ao Ferreiro para criar equipamento novo!,Cesarski płat Kulve Taroth,Płat lśniącego białego złota z Kulve Taroth. Może posłużyć do wykonania nowego wyposażenia u Kowala!,Имп. самородок кулве тарот,Сверкающий самородок белого золота кулве тарот. Принесите его в кузню для создания нового снаряжения!,난휘룡의 황제금괴,역전왕 맘-타로트가 가져온 백금으로 빛나는 금괴. 가공점에 가져다주면 특이한 방어구를 만들어 준다.,絢輝龍的帝王金塊,獲取自歷戰王絢輝龍，閃耀著 白金光輝的金塊。交給加工屋後， 他們會製作別有風味的防具。,كتلة الإمبراطور لكولف تاروث,كتلة من الذهب الأبيض اللامع من كولف تاروث. يمكن إحضارها إلى ورشة الحدادة لصناعة معدات جديدة!
Black Bandage,Cloth made from the glossy black hide of a monster. Not obtainable by normal means.,黒い包帯,つややかな黒色が特徴的な モンスターの皮でできた生地。 通常のルートでは入手不可能。,Bandage noir,Vêtement fait à partir du pelage noir et brillant d'un monstre. Impossible à obtenir normalement.,Tessuto nero,Tessuto ricavato dalla pelle nera e lucida di un mostro. Non può essere ottenuto normalmente.,Schwarze Bandage,Aus der glänzenden ledrigen Haut eines Monsters hergestellter Stoff; auf normalem Weg nicht zu erlangen.,Vendaje negro,De tela hecha con la piel negra y lustrosa de un monstruo. No se puede obtener por medios normales.,Bandagem Negra,Pano feito com couro negro brilhante de um monstro. Não pode ser obtido das formas normais.,Czarny bandaż,Tkanina z lśniącej czarnej skóry potwora. Nie do zdobycia normalną drogą.,Черная повязка,Ткань из блестящей черной шкуры чудовища. Обычными средствами не добыть.,검은 붕대,번들거리는 검은색이 특징인 몬스터의 가죽으로 만든 천. 일반적인 경로로는 구할 수 없다.,黑色繃帶,使用以黑色光澤為其特徵的 魔物皮革所製成的道具。 無法以正常管道獲得。,ضمادة سوداء,قماش مصنوع من جلد وحش أسود براق. ليس من السهل الحصول عليه.
Black Crystal Ticket,A ticket you can trade for a crystal that emits a darkness-sucking light. Not obtainable by normal means.,黒い水晶チケット,黒々と吸い込まれるような光を 放つ石と交換できるチケット。 通常のルートでは入手不可能。,Ticket cristal noir,Un ticket échangeable contre un cristal émettant une lumière absorbant l'obscurité. Impossible à obtenir normalement.,Buono cristallo nero,Un buono che può essere utilizzato per ottenere un cristallo che assorbe l'oscurità.,Schwarzer-Kristall-Ticket,"Dieses Ticket kann gegen einen Kristall getauscht werden, der Dunkelheit einsaugt; auf normalem Weg nicht zu erlangen.",Vale cristal negro,Puedes cambiarlo por un cristal que absorbe la luz con su negrura. No se puede obtener por medios normales.,Bilhete de Cristal Negro,Bilhete que pode ser trocado por um cristal que suga a escuridão. Não pode ser obtido das formas normais.,Kwit na czarny kryształ,"Kwit, który wymienisz na kryształ emitujący światło pochłaniające mrok. Nie do zdobycia normalną drogą.",Билет черного кристалла,"Билет, который можно обменять на кристалл, излучающий непроглядную тьму. Обычными средствами не добыть.",검은 수정 티켓,시커멓게 빨려들 것 같은 빛을 내뿜는 돌과 교환할 수 있는 티켓. 일반적인 경로로는 구할 수 없다.,黑水晶票,可用來交換散發黑暗光芒， 彷彿會將人吸入的石頭之票券。 無法以正常管道獲得。,تذكرة بلورية سوداء,تذكرة يمكنك استبدالها ببلورة تشع بضوء يتألق. ليس من السهل الحصول عليها.
Kulu-Ya-Ku Ticket,A ticket given to those who help with Kulu-Ya-Ku research. Includes a very accurate sketch.,掻鳥チケット,クルルヤックの調査に貢献した 者に与えられるチケット。 緻密なスケッチ画付き。,Ticket Kulu-Ya-Ku,Un ticket donné à ceux qui font avancer les recherches sur le Kulu-Ya-Ku.,Buono Kulu-Ya-Ku,Un buono elargito a coloro che si distinguono nelle ricerche sul Kulu-Ya-Ku. Include uno schema.,Kulu-Ya-Ku-Ticket,"Für all jene, die an der Forschung über den Kulu-Ya-Ku teilgenommen haben; enthält eine genaue Zeichnung.",Vale de Kulu-Ya-Ku,Un vale dado a quienes han ayudado en la investigación del Kulu-Ya-Ku. Incluye un boceto con muchos detalles.,Bilhete Kulu-Ya-Ku,Bilhete dado a quem ajuda a pesquisa sobre Kulu-Ya-Ku. Vem com um desenho muito bem feito.,Kwit Kulu-Ya-Ku,Kwit dla pomagających w badaniach nad Kulu-Ya-Ku. Dołączono do niego bardzo szczegółowy szkic.,Билет кулу-йа-ку,Дается за помощь в исследовании кулу-йа-ку. Содержит очень подробный зскиз.,소조 티켓,쿠루루야크의 조사에 공헌한 사람에게 주어지는 티켓. 자세한 스케치 포함.,搔鳥票,給予對搔鳥的調查 有貢獻者的票券， 並附贈精緻的素描畫。,تذكرة كولو-يا-كو,تذكرة تُمنح لمن يساعد في بحث كولو-يا-كو. تتضمن كتاب رسم دقيق للغاية.
Wiggler Ticket,A ticket given to those who help with Wiggler research. Comes with a rough sketch from a researcher.,ユラユラチケット,ユラユラの調査に貢献した者に 与えられるチケット。情熱の生物 調査員の手書きイラスト付き。,Ticket tortilleur,Un ticket donné à ceux qui font avancer les recherches sur les tortilleurs.,Buono tremogliola,Un buono consegnato a coloro che hanno svolto progressi nelle ricerche sulle tremogliole.,Wackelwurm-Ticket,"Ein Ticket für jene, die bei der Wackelwurm-Forschung geholfen haben. Kommt mit der Skizze eines Forschers.",Vale de gorgasia,Un vale concedido a quienes ayudan en la investigación de las gorgasias. Tiene un esbozo hecho por un erudito.,Bilhete de Treme-treme,Bilhete dado a quem ajuda a pesquisa sobre Treme-tremes. Vem com um esboço de um pesquisador.,Kwit pełzacza,Kwit dla pomagających w badaniach nad pełzaczami. Dołączono do niego szkic wykonany przez badacza.,Билет ползуна,"Билет для тех, кто помогает исследовать ползунов. В комплекте с наброском от исследователя.",흔들흔들 티켓,흔들흔들의 조사에 공헌한 사람에게 주어지는 티켓. 정열의 생물 조사원이 직접 그린 일러스트 포함.,搖曳鰻票,給予對搖曳鰻的調查有貢獻者的 票券，並附贈熱情的生物 調查員的親筆插圖。,تذكرة الدودة الضخمة,تذكرة تُمنح لمن يساعد في بحث الدودة ضخمة. تُقدم لك مع كتاب رسم من باحث.
Mega Man Ticket,A ticket for a special Mega Man tie-in. Gives you access to special 8-bit retro Palico equipment.,ロックマンチケット,ロックマンのコラボチケット。 ８ｂｉｔ風のデザインで描かれた 特別なオトモ装備が生産できる。,Ticket Mega Man,Un ticket spécial collaboration Mega Man. À présenter à la Forge !,Buono Mega Man,Buono per una collaborazione speciale con Mega Man. Consente la creazione di equipaggiamento compagni a 8-bit.,Mega-Man-Ticket,Mit diesem Schein erhältst du Zugriff auf Palico-Ausrüstung im 8-Bit-Stil von Mega Man.,Vale de Mega Man,Un vale para una colaboración especial con Mega Man. Te da acceso a cierto equipo de 8 bits.,Bilhete Mega Man,Bilhete ligado ao Mega Man. Dá acesso ao equipamento especial retrô 8 bits de Amigato.,Kwit Mega Mana,Kwit na zawartość powiązaną z Mega Manem. Udostępnia specjalne 8-bitowe wyposażenie dla koleżkota.,Билет Мегамена,Билет совместной кампании с Мегамен. Дает 8-битное снаряжению палико.,록맨 티켓,록맨 콜라보 티켓. 8bit 느낌의 디자인으로 그려진 특별한 동반자 장비를 생산할 수 있다.,洛克人票,洛克人的合作活動票。 可以生產用8bit風格造型畫出的 特別隨從裝備。,تذكرة ميجا مان,تذكرة لأسطورة ميجا مان الخاصة. تتيح لك الوصول إلى معدات باليكو بدقة 8 بت خاصة.
Azure Star Shard,"Special material given to those who complete USJ's challenge. Glows a beautiful, transparent blue.",蒼星のかけら,ＵＳＪからの挑戦に応えた者に 与えられる特別な素材。蒼く 透き通った輝きを放っている。,Fragment d'astre bleu,Matériau spécial donné à ceux qui complètent un défi USJ. Brille d'une magnifique couleur bleue cristalline.,Frammento astro celeste,Materiale speciale dato come ricompensa a coloro che hanno superato la sfida degli USJ.,Azurstern-Scherbe,"Blau leuchtendes Material für jene, die die USJ-Herausforderung erfolgreich abgeschlossen haben.",Fragmento de estrella celeste,Material especial dado a quienes completan el desafío de USJ. Brilla con un precioso color azul cristalino.,Fragmento de Estrela Lazúli,Material especial concedido aos que cumprem o desafio da USJ. Brilha com um azul transparente e belo.,Odłamek Lazurowej Gwiazdy,"Specjalny materiał dla tych, którzy ukończyli wyzwanie USJ. Lśni przejrzystym, błękitnym blaskiem.",Осколок лазурной звезды,"Особый материал для тех, кто пройдет испытание USJ. Обладает красивым голубым свечением.",파란별의 조각,USJ의 도전을 치른 자에게 주어지는 특별한 소재. 파랗고 맑은 빛을 내뿜고 있다.,蒼星碎片,對於回應來自USJ挑戰的人 所給予的特別素材。 散發著蒼藍色的清澈光芒。,شظية نجمية لازوردية,مادة خاصة تُمنح لمن يكمل تحدي USJ. وتتألق بلونها الأزرق الشفاف.
Azure Stargem,Special material for those who overcome the USJ challenge. Shines a miraculous blue.,蒼星の宝玉,ＵＳＪからの試練を乗り越えた 者に与えられる特別な素材。 奇跡の蒼き輝きを放っている。,Gemme d'astre bleu,Un matériau spécial récompensant ceux qui ont surmonté le défi USJ. Brille d'un bleu surnaturel.,Gemma astro celeste,Materiale speciale per coloro che hanno superato la sfida di USJ. Emette un bagliore celeste.,Azurstern-Juwel,"Spezielles Material für jene, die sich erfolgreich der USJ-Herausforderung gestellt haben. Es leuchtet blau.",Gema estrella celeste,Material especial para quienes superen el desafío de USJ. Tiene un brillo de color azul milagroso.,Joia Estelar Lazúli,Material especial para aqueles que superam o desafio USJ. Tem um brilho azul milagroso.,Klejnot Lazurowej Gwiazdy,"Specjalny materiał dla tych, którzy ukończyli wyzwanie USJ. Lśni przejrzystym, błękitnym blaskiem.",Лазурный звездный камень,"Особый материал для тех, кто справится с испытанием USJ. Источает загадочное голубое сияние.",파란별의 보옥,USJ의 도전을 치른 자에게 주어지는 특별한 소재. 기적의 파란 빛을 내뿜고 있다.,蒼星寶玉,給予通過來自USJ考驗者 的特別素材。 散發著如奇蹟般的蒼藍色光芒。,جوهرة نجمية لازوردية,مادة مميزة تُمنح لمن يكمل تحدي USJ. تتلألأ بلون أزرق برّاق.
Red Orb,Blood of demonic beings condensed into stone. Can be used to craft stylish devil hunter equipment.,レッドオーブ,魔族の血が凝縮して出来た 赤い魔石。スタイリッシュな デビルハンターの装備が作れる。,Orbe rouge,Du sang impur utilisé pour forger des équipements pour chasseurs de démons. La classe !,Gemma rossa,Sangue cristallizzato di creature demoniache. Può essere usato per forgiare dell'equipaggiamento stiloso.,Rote Kugel,"Das Blut dämonischer Geschöpfe, in Stein verdichtet. Für stylishe Dämonenjäger-Ausrüstung.",Orbe rojo,Sangre petrificada de seres demoníacos. Útil para crear equipo de cazademonios muy elegante.,Orbe Vermelho,Sangue solidificado de demônios. Pode ser usado para criar equipamentos de caça demoníacos.,Czerwona kula,Spetryfikowana krew demonów nadająca się do wyrobu stylowego sprzętu łowców demonów.,Красный шар,Обращенная в камень кровь демонов. Нужна для создания стильного снаряжения охотника на демонов.,레드 오브,마족의 피가 응축되어 만들어진 붉은 마석. 스타일리시한 데빌 헌터의 장비를 만들 수 있다.,紅魂石,魔族的血濃縮而成的紅色魔石。 可以用來打造帥氣的 惡魔獵人裝備。,الكرة الحمراء,دماء مخلوقات شيطانية ترسبت في الحجر. يمكن استخدامها لنحت معدات صياد شياطين متأنقة.
Master Craftsman's Blueprint,"A blueprint for a revolutionary Great Sword, designed by a famed craftsman.",名匠の設計図,名匠が描いた革新的な設計図。 加工屋に渡せば、これまでにない 衝撃の大剣を作ってくれる。,Plan du maître artisan,"Le schéma d'une grande épée révolutionnaire, conçue par un forgeron légendaire.",Schematiche del mastro artigiano,"Schematiche raffiguranti uno spadone rivoluzionario, progettate da un celebre artigiano.",Meisterschmied-Entwurf,"Der Entwurf für ein revolutionäres Großschwert, gestaltet von einem berühmten Meisterschmied.",Planos del maestro artesano,"Planos para la construcción de una gran espada revolucionaria, diseñada por un famoso maestro artesano.",Projeto do Artesão Mestre,Projeto de um Espadão revolucionário criado por um artesão famoso.,Projekt mistrza rzemiosła,Projekt rewolucyjnego miecza dwuręcznego autorstwa słynnego rzemieślnika.,Чертеж мастера,"Чертеж революционного двуручного меча, созданный легендарным мастером.",명장의 설계도,명장이 그린 혁신적인 설계도. 가공점에 가져다주면 충격적인 대검을 만들어 준다.,名匠的設計圖,名匠畫出的革新設計圖。 交給加工屋的話，他們會製作出 前所未見，極具衝擊性的大劍。,مخطوطة سيد الحرفيين,مخطوطة جديدة لسيف عظيم صممه صانع مشهور.
Bushi Ticket,A voucher given to those who assisted in the special investigation. Be sure to show it to the Resource Center!,暁ノ武士チケット,特別な調査任務に協力した者に与え られるチケット。調査資源管理所に 渡すと良いことが！？,Ticket du bushi,Un coupon donné à ceux qui participent aux Contrats Spéciaux. À présenter à l'Intendance !,Buono Bushi,Buono consegnato a coloro che hanno partecipato all'assedio. Consegnalo al centro di coordinamento!,Bushi-Ticket,"Ein Gutschein für jene, die bei einer Besonderen Untersuchung assistiert haben. Ab zur Ressourcenzentrale!",Vale Bushi,Vale entregado a quienes hayan ayudado con la investigación especial. ¡Enséñalo en el centro de recursos!,Bilhete Bushi,Vale dado a aqueles que ajudaram na investigação especial. Não esqueça de mostrá-lo no Centro de Recursos.,Kwit Bushi,"Talon przeznaczony dla osób, które pomogły w specjalnym śledztwie. Do okazania w Centrum Zasobów.",Билет буси,"Талон, который вручается тем, кто помогал в особом расследовании. Несите его в ресурсный центр!",새벽무사 티켓,특별한 조사 임무에 협력한 자에게 주어지는 티켓. 조사자원 관리소에 건네주면 좋은 일이!?,黎明武士票,給予協助進行特別調查任務者的票。 交給調查資源管理所就會有 好事發生！？,تذكرة بوشي,إيصال يُمنح لمن ساعد في الاستقصاء الخاص. احرص على إظهاره لمركز الموارد!
Downy Crake Ticket,A ticket with a pair of Downy Crakes drawn on it. Redeem at the Smithy for something nice!?,フワフワチケット,つがいのフワフワクイナが描かれて いるチケット。加工屋に渡すと 良いことが！？,Ticket Marouette douce,Un ticket représentant un couple de marouettes douces. À présenter à la Forge !,Buono Rallus mollis,Un buono che raffigura una coppia di Rallus mollis. Portalo alla Forgia!,Flauschhuhn-Ticket,Ein Ticket mit der Zeichnung von zwei Flauschhühnern. Es kann beim Schmied eingelöst werden.,Vale de carrao algodón,Billete con una pareja de carraos algodón. ¿Quizá podrías cambiarlo en la forja por algo bueno?,Bilhete Saracura Plumosa,Bilhete com um par de Saracuras Plumosas desenhado. Entregue ao Ferreiro para ganhar algo legal!,Kwit derkacza puchatego,Kwit przedstawiający parę derkaczy puchatych. Wymień go u Kowala na coś ładnego.,Билет пухового коростеля,Билет с изображением пары пуховых коростелей. Отнесите его в кузню и получите кое-что приятное!,폭신폭신 티켓,한 쌍의 폭신폭신 뜸부기가 그려져 있는 티켓. 가공점에 건네주면 좋은 일이 일어날 지도!?,鬆軟票,上面畫有一對雌雄柔毛秧雞的票。 交給加工屋就會有 好事發生？！,تذكرة كراك ناعم,تذكرة رُسم عليها زوج من الكراك الناعم. يمكن استبدالها من ورشة الحدادة مقابل شيء جميل!
Bristly Crake Ticket,A ticket with a large Bristly Crake drawn on it. Redeem at the Smithy for something nice!?,ゴワゴワチケット,大きなゴワゴワクイナが描かれて いるチケット。加工屋に渡すと 良いことが！？,Ticket Marouette rugueuse,Un ticket représentant une grosse marouette rugueuse. À présenter à la Forge !,Buono Rallus rigidus,Un buono che raffigura un grosso Rallus rigidus. Portalo alla forgia!,Kraushuhn-Ticket,Ein Ticket mit der Zeichnung eines großen Kraushuhns. Es kann beim Schmied eingelöst werden.,Vale de carrao rasposo,Un vale con el dibujo de un carrao rasposo. ¿Quizá podrías cambiarlo en la forja por algo bueno?,Bilhete Saracura Eriçada,Bilhete com uma grande Saracura Eriçada desenhada. Entregue ao Ferreiro para ganhar algo bacana!,Kwit derkacza szczeciniastego,Kwit przedstawiający parę derkaczy szczeciniastych. Wymień go u Kowala na coś ładnego.,Билет щетинистого коростеля,Билет с изображением щетинистого коростеля. Отнесите его в кузню и получите кое-что приятное!,뻣뻣 티켓,커다란 뻣뻣 뜸부기가 그려져 있는 티켓. 가공점에 건네주면 좋은 일이!?,硬梆梆票,上面畫有大粗毛秧雞的票。 交給加工屋就會有 好事發生？！,تذكرة كراك شائك,تذكرة رُسم عليها كراك شائك كبير. يمكن استبدالها من ورشة الحدادة مقابل شيء جميل!
First Fleet Ticket,A ticket with the First Fleet's flag and emblem. Redeem at the Smithy for something nice!?,１期団チケット,１期団の団旗と紋章が描かれている チケット。加工屋に渡すと 良いことが！？,Ticket Première flotte,Un ticket représentant le drapeau et l'emblème de la Première. À présenter à la Forge !,Buono della Prima,Un buono che raffigura lo stemma e la bandiera della Prima flotta. Portalo alla forgia!,Erste-Flotte-Ticket,Ein Ticket mit der Flagge und dem Emblem der Ersten Flotte. Es kann beim Schmied eingelöst werden.,Vale de la 1.ª flota,Billete con el estandarte y emblema de la 1.ª flota. ¿Quizá podrías cambiarlo en la forja por algo bueno?,Bilhete Primeira Frota,Bilhete com bandeira e emblema da Primeira Frota. Entregue ao Ferreiro pra ganhar algo bacana!,Kwit Pierwszej Floty,Kwit przedstawiający flagę i symbol Pierwszej Floty. Wymień go u Kowala na coś ładnego.,Билет Первого флота,"Билет с флагом и эмблемой Первого флота. Отнесите в кузню, и получите кое-что приятное!",1기단 티켓,1기단의 깃발과 문양이 그려져 있는 티켓. 가공점에 건네주면 좋은 일이!?,第一期團票,上面畫有第一期團的團旗和徽章的票。 交給加工屋就會有 好事發生？！,تذكرة الأسطول الأول,تذكرة عليها علم ورمز الأسطول الأول. يمكن استبدالها من ورشة الحدادة مقابل شيء جميل!
Watcher Lens,Material obtained from a Machine. Its unusual circuitry can be used to craft special Palico equipment.,機械獣のレンズ,機械獣から手に入る、そこそこ 珍しい機械部品。 特別なオトモ装備が生産できる。,Lentille de Veilleur,Matériau provenant d'une machine. Ses circuits inhabituels peuvent servir à créer des équipements Palico spéciaux.,Lente di Vedetta,"Ottenuta dalle Macchine, questa parte non comune può essere usata per forgiare equipaggiamento per compagni speciale.",Wächter-Linse,Von einer Maschine erhaltenes Material. Mit ungewöhnlichen Schaltkreisen zur Her- stellung besonderer Palico-Ausrüstung.,Lente de vigía,Material obtenido de una máquina. Con sus circuitos puedes crear equipo especial para camaradas.,Lente de Vigia,Material obtido de uma máquina. Os circuitos incomuns podem ser usados para criar equipamento de Amigato.,Obiektyw Obserwatora,Materiał z maszyny. Jego niezwykłe obwody mogą służyć do wyrobu wyposażenia dla koleżkota.,Линза Знатока,"Материал, добытый из машины. Схемы можно использовать для создания снаряжения палико.",기계동물의 렌즈,기계동물에게서 얻는 제법 희귀한 기계 부품. 특별한 동반자 장비를 생산할 수 있다.,機械動物的鏡頭,從機械動物身上獲得， 還算珍奇的機器零件。 可生產特別的隨從裝備。,عدسات المراقب,مادة أُخذت من آلة. شكلها المستدير المميز يجعلها تصلح لصنع معدات الباليكو المميزة.
