id,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon
975,Banbaro Coil β+,9,waist,both,4,1,0,130,134,168,-2,2,-1,3,-3
976,Banbaro Greaves β+,9,legs,both,4,1,0,130,134,168,-2,2,-1,3,-3
977,Anja Helm α+,9,head,both,3,0,0,132,136,170,3,-3,-1,-1,0
978,Anja Mail α+,9,chest,both,1,1,0,132,136,170,3,-3,-1,-1,0
979,Anja Vambraces α+,9,arms,both,2,0,0,132,136,170,3,-3,-1,-1,0
980,Anja Coil α+,9,waist,both,3,1,0,132,136,170,3,-3,-1,-1,0
981,Anja Greaves α+,9,legs,both,2,0,0,132,136,170,3,-3,-1,-1,0
982,Anja Helm β+,9,head,both,4,0,0,132,136,170,3,-3,-1,-1,0
983,Anja Mail β+,9,chest,both,4,1,0,132,136,170,3,-3,-1,-1,0
984,Anja Vambraces β+,9,arms,both,4,0,0,132,136,170,3,-3,-1,-1,0
985,Anja Coil β+,9,waist,both,4,2,0,132,136,170,3,-3,-1,-1,0
986,Anja Greaves β+,9,legs,both,4,1,0,132,136,170,3,-3,-1,-1,0
